shipment_id,tracking_number,origin_location_id,destination_location_id,route_id,shipment_type,priority,weight_kg,distance_km,number_of_stops,number_of_handoffs,planned_duration_minutes,actual_duration_minutes,planned_delivery_time,actual_delivery_time,weather_exposure,traffic_exposure,congestion_exposure,transport_delay_minutes,external_event_exposure,historical_route_delay_rate,historical_route_avg_delay,expected_delay_minutes,delay_minutes,sla_limit_minutes,sla_breached,final_risk_score,planned_date
HIST000085,1ZYFW0599YC53HF1LF,LOC025,LOC035,RT-LOC025-LOC027-LOC063,Standard,Normal,136.32,3056.11,7,8,559.7,622.7,2024-10-25T01:44:37,2024-10-25T02:47:37,0.13,0.195,0.263,0,0.254,0.233,60.3,63,63,7200,True,2.17,2024-10-24T16:24:55
HIST000086,1ZI60MZQ9X14B223S3,LOC042,LOC018,RT-LOC042-LOC047-LOC038,International,Normal,34.19,3924.66,9,9,1178.2,1280.2,2026-05-13T02:50:55,2026-05-13T04:32:55,0.532,0.701,0.249,0,0.41,0.255,48.5,102,102,7200,False,3.91,2026-05-12T07:12:43
HIST000087,1ZSQ1XO81KG245POBX,LOC001,LOC047,RT-LOC001-LOC051-LOC028,Standard,Critical,10.51,5489.08,13,14,1475.5,1595.5,2026-04-18T04:05:21,2026-04-18T06:05:21,0.233,0.411,0.667,0,0.298,0.218,70.2,120,120,2880,False,3.51,2026-04-17T03:29:51
HIST000088,1ZRGRNJ77N8NND7WW7,LOC037,LOC023,RT-LOC037-LOC038-LOC045,Express,Normal,21.94,4421.71,10,11,1426.8,1588.8,2025-08-13T12:49:31,2025-08-13T15:31:31,0.342,0.563,0.045,120,0.372,0.246,49.8,162,162,7200,False,3.19,2025-08-12T13:02:43
HIST000089,1ZBG8AXVCU4FJZE8RV,LOC065,LOC067,RT-LOC065-LOC067,Fragile,Normal,54.09,488.61,1,3,41.9,124.9,2024-09-20T16:10:03,2024-09-20T17:33:03,0.059,1.0,0.474,0,0.405,0.227,48.8,83,83,7200,True,4.08,2024-09-20T15:28:09
HIST000090,1ZQTDUH1ZOS550YJVJ,LOC045,LOC050,RT-LOC045-LOC015-LOC069,Express,Normal,3.51,1950.49,5,5,436.2,728.2,2024-04-23T08:33:16,2024-04-23T13:25:16,0.47,0.911,0.682,120,0.484,0.282,38.0,292,292,7200,True,5.33,2024-04-23T01:17:04
HIST000091,1ZTLMXFNBH7S6O8NA5,LOC053,LOC060,RT-LOC053-LOC052-LOC007,Fragile,High,30.98,1204.66,5,6,475.7,562.7,2026-01-07T19:15:01,2026-01-07T20:42:01,0.44,0.617,0.255,0,0.061,0.276,83.4,87,87,4320,False,3.56,2026-01-07T11:19:19
HIST000092,1Z3VR6ZFWUXSM0NPRP,LOC013,LOC039,RT-LOC013-LOC062-LOC066,Priority,High,3.83,3706.24,9,11,1321.1,1354.1,2025-07-04T06:18:26,2025-07-04T06:51:26,0.063,0.711,0.18,0,0.024,0.216,47.1,33,33,4320,False,2.52,2025-07-03T08:17:20
HIST000093,1ZSX21OUYWGA2K3DE6,LOC074,LOC051,RT-LOC074-LOC045-LOC015,Priority,High,13.94,2811.18,7,7,1081.8,1219.8,2024-01-21T08:22:23,2024-01-21T10:40:23,0.418,0.652,0.668,0,0.023,0.245,49.3,138,138,4320,False,4.11,2024-01-20T14:20:35
HIST000094,1ZZ76J97JQ8F29WLAH,LOC060,LOC023,RT-LOC060-LOC013-LOC019,Express,Normal,29.06,822.49,3,5,360.0,481.0,2026-04-23T14:51:11,2026-04-23T16:52:11,0.184,0.832,0.44,0,0.127,0.287,89.0,121,121,7200,False,3.59,2026-04-23T08:51:11
HIST000095,1ZFUJYVEBEA68FK2UP,LOC065,LOC013,RT-LOC065-LOC066-LOC062,Express,Normal,5.7,848.91,3,5,246.6,307.6,2024-04-04T14:05:09,2024-04-04T15:06:09,0.1,0.356,0.594,0,0.343,0.15,57.3,61,61,7200,True,2.89,2024-04-04T09:58:33
HIST000096,1Z3CMFSRJRZ7YK92U2,LOC014,LOC019,RT-LOC014-LOC032-LOC065,Fragile,Normal,2.83,2331.19,6,6,851.1,934.1,2024-04-15T02:15:00,2024-04-15T03:38:00,0.333,0.513,0.494,0,0.485,0.207,53.5,83,83,7200,True,3.88,2024-04-14T12:03:54
HIST000097,1Z6KWY1LDJUJ0XSIQ4,LOC025,LOC016,RT-LOC025-LOC027-LOC063,Standard,High,33.18,3514.26,12,13,780.2,884.2,2025-08-24T18:20:10,2025-08-24T20:04:10,0.265,0.381,0.741,0,0.428,0.205,43.3,104,104,4320,False,3.77,2025-08-24T05:19:58
HIST000098,1ZCE5MNEADDX9SP67Y,LOC051,LOC011,RT-LOC051-LOC029-LOC007,Express,Critical,14.37,1752.39,7,9,501.8,626.8,2025-01-18T22:52:41,2025-01-19T00:57:41,0.3,0.347,0.087,60,0.196,0.183,45.8,125,125,2880,False,2.26,2025-01-18T14:30:53
HIST000099,1ZSX260SY004DVTHMW,LOC057,LOC051,RT-LOC057-LOC055-LOC008,Priority,Normal,43.32,2629.91,14,15,810.0,949.0,2024-03-06T08:17:01,2024-03-06T10:36:01,0.453,0.568,0.692,0,0.021,0.243,59.6,139,139,7200,True,4.1,2024-03-05T18:47:01
HIST000100,1ZOU346EARW3ARFES9,LOC072,LOC005,RT-LOC072-LOC028-LOC050,Fragile,Normal,31.54,2499.45,8,10,724.0,831.0,2025-01-31T12:32:34,2025-01-31T14:19:34,0.44,0.381,0.007,0,0.345,0.227,60.1,107,107,7200,False,3.02,2025-01-31T00:28:34
HIST000101,1ZM2Q0GOKGS5L9WDR7,LOC056,LOC019,RT-LOC056-LOC054-LOC009,Priority,Normal,20.73,1342.35,6,7,307.5,413.5,2025-05-26T05:19:07,2025-05-26T07:05:07,0.285,0.767,0.178,0,0.433,0.25,59.2,106,106,7200,True,3.39,2025-05-26T00:11:37
HIST000102,1ZMQAK8KF0HSCOMJCH,LOC066,LOC073,RT-LOC066-LOC065-LOC032,Standard,High,0.19,3280.47,7,8,1369.3,1471.3,2024-10-29T21:09:33,2024-10-29T22:51:33,0.236,0.449,0.208,60,0.354,0.237,67.5,102,102,4320,True,2.79,2024-10-28T22:20:15
HIST000103,1ZVKRUPI7S3SQ0K5K9,LOC052,LOC028,RT-LOC052-LOC007-LOC006,Fragile,Normal,7.73,2032.19,8,9,482.4,560.4,2024-02-21T21:49:51,2024-02-21T23:07:51,0.483,0.361,0.274,0,0.348,0.233,56.5,78,78,7200,True,3.44,2024-02-21T13:47:27
HIST000104,1ZV4KBPH3S1DO3SIMO,LOC068,LOC054,RT-LOC068-LOC067-LOC012,Standard,High,10.59,2942.99,9,11,964.1,1106.1,2025-08-24T06:02:44,2025-08-24T08:24:44,0.446,0.482,0.189,0,0.402,0.199,59.9,142,142,4320,True,3.14,2025-08-23T13:58:38
HIST000105,1ZJMEOL0AF2S90JC6C,LOC047,LOC070,RT-LOC047-LOC038-LOC045,Standard,Normal,46.22,2511.69,5,7,741.7,873.7,2024-12-23T02:23:50,2024-12-23T04:35:50,0.484,0.601,0.321,0,0.178,0.275,40.7,132,132,7200,False,3.63,2024-12-22T14:02:08
HIST000106,1ZBVQG0I5GBNCCDFVN,LOC022,LOC062,RT-LOC022-LOC021-LOC020,Standard,Normal,4.73,1440.0,6,8,600.3,705.3,2025-05-20T06:52:20,2025-05-20T08:37:20,0.46,0.297,0.593,0,0.14,0.311,67.2,105,105,7200,True,3.72,2025-05-19T20:52:02
HIST000107,1ZVMYULEBLQ18E242C,LOC037,LOC018,RT-LOC037-LOC038-LOC045,Express,High,165.21,3666.7,8,10,1223.4,1327.4,2026-04-27T23:20:36,2026-04-28T01:04:36,0.432,0.378,0.523,0,0.106,0.251,47.8,104,104,4320,False,3.46,2026-04-27T02:57:12
HIST000108,1ZE8BJ4GX2994LK7UL,LOC057,LOC059,RT-LOC057-LOC055-LOC008,Standard,Normal,6.64,1832.36,10,10,577.0,860.0,2026-02-20T20:21:22,2026-02-21T01:04:22,0.475,0.284,0.565,120,0.065,0.249,71.8,283,283,7200,True,3.7,2026-02-20T10:44:22
HIST000109,1ZWFN9XPEAR74A28OO,LOC035,LOC038,RT-LOC035-LOC037-LOC038,Priority,Low,3.66,968.16,2,2,484.1,564.1,2024-08-13T07:35:09,2024-08-13T08:55:09,0.133,0.382,0.433,0,0.159,0.192,30.6,80,80,10080,False,2.59,2024-08-12T23:31:03
HIST000110,1ZE268M7946JGGNRGW,LOC009,LOC062,RT-LOC009-LOC010-LOC020,Standard,Normal,11.26,1501.67,6,6,621.9,716.9,2025-02-18T20:05:50,2025-02-18T21:40:50,0.186,0.387,0.309,0,0.29,0.292,46.9,95,95,7200,False,2.84,2025-02-18T09:43:56
HIST000111,1Z6NHD088NHOXH308L,LOC030,LOC020,RT-LOC030-LOC012-LOC018,International,High,3.24,1860.09,6,7,522.5,625.5,2024-12-22T18:44:57,2024-12-22T20:27:57,0.388,0.208,0.261,0,0.142,0.202,67.7,103,103,4320,True,2.51,2024-12-22T10:02:27
HIST000112,1ZVUL9KAYCZZSK8IZI,LOC003,LOC050,RT-LOC003-LOC007-LOC006,Priority,Normal,36.27,2208.96,9,9,450.3,560.3,2025-05-29T12:58:37,2025-05-29T14:48:37,0.542,0.378,0.199,0,0.1,0.209,47.7,110,110,7200,False,2.92,2025-05-29T05:28:19
HIST000113,1ZZPWIR8F68VQKNPV5,LOC044,LOC049,RT-LOC044-LOC074-LOC045,International,High,3.52,2881.68,6,6,702.2,827.2,2024-12-23T00:46:08,2024-12-23T02:51:08,0.221,0.535,0.227,30,0.147,0.267,49.6,125,125,4320,False,2.76,2024-12-22T13:03:56
HIST000114,1Z8JK07XL15ASOBKSJ,LOC047,LOC046,RT-LOC047-LOC046,Fragile,High,0.86,254.19,1,1,127.1,224.1,2025-04-19T19:06:14,2025-04-19T20:43:14,0.361,0.286,0.443,0,0.461,0.148,21.4,97,97,4320,True,3.32,2025-04-19T16:59:08
HIST000115,1ZV0J6YJAP1D56BKPW,LOC075,LOC057,RT-LOC075-LOC044-LOC074,International,High,85.81,6409.95,16,16,1508.3,1579.3,2024-01-20T09:38:41,2024-01-20T10:49:41,0.403,0.354,0.234,0,0.025,0.223,54.1,71,71,4320,False,2.71,2024-01-19T08:30:23
HIST000116,1Z0IJ4L4BNGU3S7OYM,LOC003,LOC005,RT-LOC003-LOC007-LOC006,Standard,Normal,14.27,770.97,4,4,162.4,299.4,2024-02-25T16:04:55,2024-02-25T18:21:55,0.469,0.654,0.365,0,0.342,0.225,59.8,137,137,7200,True,3.8,2024-02-25T13:22:31
HIST000117,1ZPWIO8M7I0FNS0U8L,LOC033,LOC061,RT-LOC033-LOC034-LOC032,Standard,High,10.51,1959.05,7,8,755.1,844.1,2024-06-10T19:54:27,2024-06-10T21:23:27,0.127,0.444,0.15,0,0.207,0.207,60.9,89,89,4320,False,2.19,2024-06-10T07:19:21
HIST000118,1Z61JP1T70UXHHWRCV,LOC069,LOC020,RT-LOC069-LOC016-LOC030,Fragile,Normal,28.99,2529.46,8,8,770.3,954.3,2026-03-11T02:19:40,2026-03-11T05:23:40,0.458,0.302,0.513,0,0.486,0.215,64.4,184,184,7200,False,3.88,2026-03-10T13:29:22
HIST000119,1Z8SR29299V6RBU4EX,LOC055,LOC060,RT-LOC055-LOC008-LOC009,Standard,Critical,64.85,1385.87,7,7,583.7,716.7,2024-04-17T18:50:31,2024-04-17T21:03:31,0.23,0.635,0.464,30,0.138,0.24,58.7,133,133,2880,False,3.33,2024-04-17T09:06:49
HIST000120,1ZD06T8WTD9EDVNYWN,LOC035,LOC046,RT-LOC035-LOC037-LOC038,Temperature Sensitive,Normal,40.27,1642.72,4,4,926.5,1089.5,2025-09-08T08:01:53,2025-09-08T10:44:53,0.102,0.396,0.514,60,0.256,0.224,48.5,163,163,7200,False,3.14,2025-09-07T16:35:23
HIST000121,1ZXHP83S1LK173O2VD,LOC019,LOC046,RT-LOC019-LOC013-LOC062,Priority,Low,50.87,4377.26,11,12,1669.8,1761.8,2025-11-16T12:24:39,2025-11-16T13:56:39,0.209,0.411,0.38,30,0.083,0.239,50.7,92,92,10080,False,2.74,2025-11-15T08:34:51
HIST000122,1ZEBRFGEDGUMRW5PON,LOC014,LOC070,RT-LOC014-LOC031-LOC070,Express,High,6.2,736.53,2,4,552.4,651.4,2026-01-06T23:34:09,2026-01-07T01:13:09,0.158,0.224,0.274,30,0.117,0.256,31.3,99,99,4320,True,2.21,2026-01-06T14:21:45
HIST000123,1Z48RM5QTEO5XZD83P,LOC051,LOC050,RT-LOC051-LOC028-LOC050,Standard,Normal,49.04,752.67,2,3,64.5,162.5,2026-02-23T18:40:25,2026-02-23T20:18:25,0.81,0.248,0.445,0,0.041,0.137,51.2,98,98,7200,False,3.57,2026-02-23T17:35:55
HIST000124,1ZGIEV58G7WWB632A9,LOC061,LOC046,RT-LOC061-LOC062-LOC066,Temperature Sensitive,Low,14.41,4006.19,10,10,1482.5,1531.5,2025-03-22T06:08:40,2025-03-22T06:57:40,0.151,0.307,0.14,0,0.144,0.224,50.9,49,49,10080,False,2.2,2025-03-21T05:26:10
HIST000125,1ZDD508KBWYJUN4G72,LOC036,LOC043,RT-LOC036-LOC048-LOC037,Temperature Sensitive,High,3.46,2545.75,6,7,1403.1,1464.1,2026-03-10T17:43:29,2026-03-10T18:44:29,0.188,0.576,0.255,0,0.231,0.225,45.2,61,61,4320,False,2.99,2026-03-09T18:20:23
HIST000126,1ZK2Y8OVHYDZZ45X9H,LOC007,LOC005,RT-LOC007-LOC006-LOC059,Standard,High,34.09,625.84,3,5,53.6,180.6,2024-04-14T01:22:31,2024-04-14T03:29:31,0.297,0.382,0.756,0,0.109,0.231,59.8,127,127,4320,True,3.61,2024-04-14T00:28:55
HIST000127,1ZH1N6YLFZC1S4XZD5,LOC062,LOC011,RT-LOC062-LOC018-LOC019,Temperature Sensitive,Normal,53.45,2615.82,9,10,743.5,812.5,2025-10-22T16:58:04,2025-10-22T18:07:04,0.273,0.326,0.013,0,0.151,0.219,49.9,69,69,7200,False,2.39,2025-10-22T04:34:34
HIST000128,1ZAUG4JL0FFP4EX3M0,LOC060,LOC021,RT-LOC060-LOC013-LOC019,Standard,Low,28.15,1168.51,4,4,416.3,498.3,2025-06-20T18:09:38,2025-06-20T19:31:38,0.386,0.532,0.47,0,0.334,0.22,81.0,82,82,10080,False,3.64,2025-06-20T11:13:20
HIST000129,1ZB2L9ZGGR7XX1567S,LOC033,LOC059,RT-LOC033-LOC034-LOC032,Express,High,4.92,2067.54,7,9,884.8,957.8,2024-09-25T04:41:28,2024-09-25T05:54:28,0.253,0.35,0.535,0,0.054,0.222,48.5,73,73,4320,True,3.01,2024-09-24T13:56:40
HIST000130,1Z1WDHI1WM2BMI4CK0,LOC065,LOC015,RT-LOC065-LOC032-LOC033,Express,Normal,68.3,2429.25,5,5,811.1,925.1,2025-03-09T17:57:15,2025-03-09T19:51:15,0.076,0.367,0.656,0,0.459,0.191,78.4,114,114,7200,False,3.25,2025-03-09T04:26:09
HIST000131,1Z3NDMW3E8VV1Z2KEC,LOC067,LOC020,RT-LOC067-LOC012-LOC018,Priority,High,30.28,1682.25,6,8,485.8,627.8,2025-01-30T01:43:42,2025-01-30T04:05:42,0.386,0.33,0.468,0,0.441,0.192,68.1,142,142,4320,False,3.37,2025-01-29T17:37:54
HIST000132,1ZPP2JALGO79YIUPL0,LOC062,LOC060,RT-LOC062-LOC061-LOC060,Standard,High,96.49,380.46,2,3,285.3,371.3,2025-01-30T09:13:28,2025-01-30T10:39:28,0.149,0.618,0.453,0,0.231,0.105,36.7,86,86,4320,False,2.88,2025-01-30T04:28:10
HIST000133,1ZO6W8XTA413I7UMX1,LOC020,LOC046,RT-LOC020-LOC023-LOC019,Standard,Normal,108.72,5015.37,13,13,1863.2,1951.2,2025-07-13T16:51:35,2025-07-13T18:19:35,0.215,0.406,0.248,0,0.395,0.25,50.3,88,88,7200,True,2.81,2025-07-12T09:48:23
HIST000134,1ZHNY1FPAJNQO8D02E,LOC038,LOC007,RT-LOC038-LOC045-LOC015,International,High,85.23,3541.2,9,9,1403.8,1478.8,2025-02-11T10:31:07,2025-02-11T11:46:07,0.352,0.513,0.157,0,0.138,0.261,55.4,75,75,4320,True,2.83,2025-02-10T11:07:19
HIST000135,1Z96W86GDHGXDF7BKX,LOC042,LOC057,RT-LOC042-LOC047-LOC038,Standard,Normal,25.42,6168.74,16,16,1662.3,1753.3,2025-02-11T23:34:52,2025-02-12T01:05:52,0.302,0.496,0.421,0,0.193,0.229,47.5,91,91,7200,False,3.21,2025-02-10T19:52:34
HIST000136,1Z4ZH8LJ72PE44WP9U,LOC048,LOC061,RT-LOC048-LOC036-LOC015,Priority,High,18.51,3305.85,8,10,1331.0,1381.0,2025-10-27T00:26:40,2025-10-27T01:16:40,0.321,0.642,0.049,0,0.106,0.228,72.7,50,50,4320,True,2.73,2025-10-26T02:15:40
HIST000137,1ZC3MC2B7XOV9LPQ1G,LOC055,LOC026,RT-LOC055-LOC008-LOC009,Express,Critical,104.11,2194.93,9,9,1099.4,1208.4,2024-03-24T20:28:14,2024-03-24T22:17:14,0.42,0.758,0.397,0,0.315,0.258,49.4,109,109,2880,True,3.98,2024-03-24T02:08:50
HIST000138,1ZT0QYHGAIBUF5W7DT,LOC037,LOC053,RT-LOC037-LOC038-LOC045,Standard,Critical,61.66,4407.4,12,13,1720.2,2032.2,2026-04-07T05:15:40,2026-04-07T10:27:40,0.294,0.385,0.329,240,0.301,0.255,51.1,312,312,2880,True,3.61,2026-04-06T00:35:28
HIST000139,1Z7CRUVR449VHMAESE,LOC053,LOC070,RT-LOC053-LOC052-LOC007,Standard,Normal,91.51,2900.82,12,13,691.2,837.2,2024-11-23T02:48:18,2024-11-23T05:14:18,0.496,0.6,0.434,0,0.103,0.22,56.0,146,146,7200,True,3.66,2024-11-22T15:17:06
HIST000140,1ZYGJZBY5MWC2KUN3S,LOC006,LOC017,RT-LOC006-LOC059-LOC017,International,Normal,5.72,368.18,2,3,110.0,172.0,2026-04-11T07:04:10,2026-04-11T08:06:10,0.412,0.697,0.33,0,0.027,0.215,53.4,62,62,7200,True,3.42,2026-04-11T05:14:10
HIST000141,1Z6DKW80HQAJV3SHNZ,LOC043,LOC060,RT-LOC043-LOC074-LOC045,Standard,High,16.45,4045.66,10,12,1121.3,1193.3,2025-07-16T13:17:51,2025-07-16T14:29:51,0.329,0.392,0.109,0,0.368,0.235,65.5,72,72,4320,False,2.67,2025-07-15T18:36:33
HIST000142,1ZS1TBDRXTECBITKMT,LOC015,LOC059,RT-LOC015-LOC069-LOC016,Express,High,120.18,2365.17,6,8,673.9,842.9,2024-04-12T22:18:04,2024-04-13T01:07:04,0.389,0.34,0.002,60,0.335,0.278,54.5,169,169,4320,True,2.81,2024-04-12T11:04:10
HIST000143,1ZMONLBERNA0ULJQ36,LOC034,LOC022,RT-LOC034-LOC032-LOC065,Express,Normal,27.84,2603.71,7,7,897.0,1004.0,2026-01-08T16:23:17,2026-01-08T18:10:17,0.197,0.576,0.443,0,0.284,0.195,52.0,107,107,7200,False,3.17,2026-01-08T01:26:17
HIST000144,1ZGSSCW398VOHN24EH,LOC036,LOC057,RT-LOC036-LOC015-LOC069,Express,Normal,35.8,4856.66,13,13,1416.1,1560.1,2024-12-04T18:27:10,2024-12-04T20:51:10,0.396,0.273,0.74,60,0.163,0.215,53.9,144,144,7200,True,3.67,2024-12-03T18:51:04
HIST000145,1ZC38HCC1LBK6J300Q,LOC004,LOC060,RT-LOC004-LOC007-LOC006,Priority,Normal,37.19,1080.65,4,6,386.8,449.8,2025-11-30T20:12:23,2025-11-30T21:15:23,0.368,0.366,0.579,0,0.166,0.22,81.8,63,63,7200,True,3.41,2025-11-30T13:45:35
HIST000146,1ZBB28S6RY6RMVDU6Q,LOC025,LOC051,RT-LOC025-LOC027-LOC063,International,Normal,58.57,2473.48,9,10,691.0,805.0,2026-05-08T17:07:51,2026-05-08T19:01:51,0.278,0.646,0.407,0,0.133,0.219,35.5,114,114,7200,False,3.27,2026-05-08T05:36:51
HIST000147,1Z449OSWB14621C50T,LOC032,LOC053,RT-LOC032-LOC065-LOC067,Express,Normal,102.6,3224.38,10,10,1050.5,1169.5,2024-06-16T04:28:00,2024-06-16T06:27:00,0.354,0.308,0.59,0,0.11,0.233,67.0,119,119,7200,False,3.29,2024-06-15T10:57:30
HIST000148,1Z2ZO7HGR78O4S0P4B,LOC054,LOC007,RT-LOC054-LOC009-LOC010,International,Low,9.09,1181.96,6,6,441.5,529.5,2024-01-25T11:50:05,2024-01-25T13:18:05,0.495,0.683,0.246,0,0.015,0.253,66.9,88,88,10080,True,3.49,2024-01-25T04:28:35
HIST000149,1Z19FYKWGL073SIPR9,LOC040,LOC063,RT-LOC040-LOC038-LOC045,Express,High,159.5,4111.66,10,10,1212.6,1309.6,2025-05-13T17:15:46,2025-05-13T18:52:46,0.247,0.643,0.467,0,0.163,0.239,45.9,97,97,4320,True,3.4,2025-05-12T21:03:10
HIST000150,1ZKGAG1TR76Q0Q5ATS,LOC060,LOC046,RT-LOC060-LOC013-LOC062,International,Critical,4.3,4262.78,11,11,1509.2,1698.2,2025-01-10T07:26:05,2025-01-10T10:35:05,0.162,0.436,0.182,120,0.413,0.23,59.3,189,189,2880,True,2.81,2025-01-09T06:16:53
HIST000151,1ZS0I4RCBK40QF31H2,LOC041,LOC033,RT-LOC041-LOC042-LOC047,Standard,Low,26.92,2459.33,6,8,1133.5,1233.5,2024-07-11T09:04:24,2024-07-11T10:44:24,0.145,0.35,0.425,0,0.498,0.228,55.2,100,100,10080,False,2.98,2024-07-10T14:10:54
HIST000152,1ZQA0TGA2J74VWOI9R,LOC042,LOC008,RT-LOC042-LOC047-LOC038,Express,Critical,21.64,5851.9,15,16,1644.6,1691.6,2024-08-17T15:04:57,2024-08-17T15:51:57,0.447,0.729,0.204,0,0.029,0.227,47.3,47,47,2880,True,3.31,2024-08-16T11:40:21
HIST000153,1Z6ZAF7WCCQ2U5SLWQ,LOC072,LOC028,RT-LOC072-LOC028,Priority,Low,160.75,344.8,1,2,258.6,340.6,2026-04-13T19:21:32,2026-04-13T20:43:32,0.237,0.461,0.648,0,0.31,0.251,96.4,82,82,10080,True,3.65,2026-04-13T15:02:56
HIST000154,1ZMQ7YBXQYWU2O9SKD,LOC011,LOC018,RT-LOC011-LOC056-LOC054,International,High,13.57,2337.39,12,14,750.3,840.3,2025-12-10T15:48:34,2025-12-10T17:18:34,0.446,0.513,0.196,0,0.197,0.217,71.0,90,90,4320,False,3.04,2025-12-10T03:18:16
HIST000155,1ZFEKJIW8TRVWFVKA5,LOC057,LOC045,RT-LOC057-LOC055-LOC008,Standard,Normal,1.84,5256.13,20,20,1912.7,2243.7,2026-02-20T16:26:31,2026-02-20T21:57:31,0.532,0.603,0.351,240,0.099,0.231,59.5,331,331,7200,False,4.2,2026-02-19T08:33:49
HIST000156,1ZSSK7ZHWF0K19IUIA,LOC032,LOC004,RT-LOC032-LOC065-LOC067,Standard,High,1.29,2829.53,8,8,945.3,995.3,2026-03-07T18:51:14,2026-03-07T19:41:14,0.325,0.242,0.036,0,0.383,0.199,60.4,50,50,4320,False,2.34,2026-03-07T03:05:56
HIST000157,1ZB7QULA3WZ8VBIJVC,LOC047,LOC049,RT-LOC047-LOC038-LOC045,Priority,High,9.38,2758.33,6,8,762.8,869.8,2025-02-01T08:49:55,2025-02-01T10:36:55,0.315,0.7,0.786,0,0.252,0.255,43.6,107,107,4320,True,4.39,2025-01-31T20:07:07
HIST000158,1Z7D8BPDXK1F1RPB9M,LOC066,LOC069,RT-LOC066-LOC065-LOC032,Fragile,High,15.65,1794.82,6,7,521.7,634.7,2026-04-17T11:06:02,2026-04-17T12:59:02,0.175,0.193,0.711,0,0.004,0.235,58.4,113,113,4320,True,3.2,2026-04-17T02:24:20
HIST000159,1ZLXSJGT0TN45ZPBYY,LOC050,LOC035,RT-LOC050-LOC016-LOC030,International,High,118.53,3151.01,7,8,594.7,785.7,2025-08-23T00:54:24,2025-08-23T04:05:24,0.359,0.588,0.764,60,0.302,0.231,81.3,191,191,4320,False,4.29,2025-08-22T14:59:42
HIST000160,1ZOW37CCZTMT7TB3T3,LOC058,LOC033,RT-LOC058-LOC055-LOC008,Express,Normal,91.89,3311.42,13,14,1065.0,1146.0,2026-06-01T22:32:31,2026-06-01T23:53:31,0.194,0.571,0.527,0,0.183,0.257,50.3,81,81,7200,False,3.37,2026-06-01T04:47:31
HIST000161,1ZNV64J2KTAQF3X3WP,LOC027,LOC043,RT-LOC027-LOC063-LOC066,Fragile,Low,3.77,5145.63,11,11,2040.7,2106.7,2026-06-20T07:07:30,2026-06-20T08:13:30,0.101,0.256,0.444,0,0.153,0.23,55.9,66,66,10080,False,2.65,2026-06-18T21:06:48
HIST000162,1ZU33TLP0BAHPGDOPY,LOC007,LOC008,RT-LOC007-LOC052-LOC009,Standard,Normal,21.89,831.37,3,3,80.7,230.7,2025-10-23T04:18:07,2025-10-23T06:48:07,0.406,0.534,0.071,120,0.167,0.161,14.5,150,150,7200,True,2.86,2025-10-23T02:57:25
HIST000163,1ZF2R5D6GIB1D0OZYM,LOC075,LOC072,RT-LOC075-LOC044-LOC074,Standard,Normal,128.54,3878.0,8,9,787.6,884.6,2026-03-31T06:58:37,2026-03-31T08:35:37,0.651,0.727,0.618,0,0.076,0.247,55.9,97,97,7200,True,4.6,2026-03-30T17:51:01
HIST000164,1ZYUZY0Q0W015FHSS9,LOC047,LOC034,RT-LOC047-LOC038-LOC037,International,Critical,50.81,2314.59,5,5,1087.3,1208.3,2026-03-10T23:47:27,2026-03-11T01:48:27,0.198,0.565,0.222,60,0.258,0.227,55.1,121,121,2880,False,2.8,2026-03-10T05:40:09
HIST000165,1ZEA7Y8U9TSOEUX5B2,LOC038,LOC033,RT-LOC038-LOC037-LOC035,Standard,Normal,111.35,1775.78,3,3,962.5,1086.5,2024-08-29T10:59:34,2024-08-29T13:03:34,0.209,0.359,0.671,0,0.395,0.294,58.5,124,124,7200,False,3.68,2024-08-28T18:57:04
HIST000166,1Z5JBOCYZ6Q0BRZGFJ,LOC025,LOC060,RT-LOC025-LOC027-LOC063,Standard,Critical,14.45,1438.92,4,6,437.7,566.7,2024-04-04T22:35:22,2024-04-05T00:44:22,0.176,0.647,0.617,0,0.341,0.194,47.2,129,129,2880,False,3.63,2024-04-04T15:17:40
HIST000167,1Z52D7FRWKXS58ZVJC,LOC056,LOC016,RT-LOC056-LOC054-LOC009,Temperature Sensitive,Critical,162.41,3747.68,16,16,826.0,935.0,2025-04-21T01:04:17,2025-04-21T02:53:17,0.226,0.632,0.356,0,0.341,0.219,59.5,109,109,2880,False,3.48,2025-04-20T11:18:17
HIST000168,1Z22WUE8CIXIS5WHNR,LOC036,LOC018,RT-LOC036-LOC015-LOC069,Express,High,17.33,2612.58,6,8,932.0,1077.0,2025-05-04T05:01:14,2025-05-04T07:26:14,0.258,0.58,0.661,0,0.406,0.239,62.7,145,145,4320,True,3.96,2025-05-03T13:29:14
HIST000169,1Z2PZVX5VE39QHICO4,LOC015,LOC004,RT-LOC015-LOC069-LOC016,Standard,Normal,90.29,3480.95,9,9,940.9,1038.9,2026-01-18T05:38:28,2026-01-18T07:16:28,0.31,0.513,0.158,0,0.301,0.233,60.0,98,98,7200,False,2.84,2026-01-17T13:57:34
HIST000170,1ZCIFGT8IKSDKKLHC8,LOC050,LOC051,RT-LOC050-LOC051,Standard,High,32.66,384.48,1,3,288.4,461.4,2026-06-18T07:06:32,2026-06-18T09:59:32,0.603,0.304,0.438,0,0.282,0.157,87.1,173,173,4320,True,3.46,2026-06-18T02:18:08
