transport_id,flight_number,origin_location_id,destination_location_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,status,weather_impact,airport_congestion
TR00147,UA4411,LOC016,LOC008,2025-12-16T00:53:28,2025-12-16T00:53:28,2025-12-16T06:51:50.866574,2025-12-16T06:51:50.866574,0,IN_TRANSIT,0.64,0.41
TR00148,UA9546,LOC036,LOC013,2025-06-22T22:19:45,2025-06-22T22:19:45,2025-06-23T05:06:28.620825,2025-06-23T05:06:28.620825,0,COMPLETED,0.24,0.09
TR00149,UA1093,LOC024,LOC052,2025-05-22T06:28:03,2025-05-22T10:39:03,2025-05-22T11:22:25.070047,2025-05-22T15:33:25.070047,251,DELAYED,0.66,0.65
TR00150,UA8529,LOC050,LOC052,2025-03-18T14:51:17,2025-03-18T14:51:17,2025-03-18T21:14:24.644322,2025-03-18T21:14:24.644322,0,ON_TIME,0.06,0.76
TR00151,UA5369,LOC050,LOC014,2025-07-25T14:49:26,2025-07-25T14:49:26,2025-07-25T18:31:50.140251,2025-07-25T18:31:50.140251,0,IN_TRANSIT,0.66,0.44
TR00152,UA8719,LOC065,LOC016,2024-03-20T02:17:56,2024-03-20T02:17:56,2024-03-20T04:37:31.464825,2024-03-20T04:37:31.464825,0,BOARDING,0.06,0.5
TR00153,UA5073,LOC024,LOC038,2026-03-14T03:03:52,2026-03-14T03:03:52,2026-03-14T06:44:00.081072,2026-03-14T06:44:00.081072,0,ON_TIME,0.8,0.39
TR00154,UA667,LOC050,LOC055,2026-06-28T17:32:22,2026-06-28T17:32:22,2026-06-28T19:20:40.181761,2026-06-28T19:20:40.181761,0,ON_TIME,0.24,0.11
TR00155,UA2435,LOC055,LOC028,2024-07-10T12:52:29,2024-07-10T12:52:29,2024-07-10T20:50:08.741697,2024-07-10T20:50:08.741697,0,ON_TIME,0.5,0.58
TR00156,UA2999,LOC072,LOC024,2025-11-12T00:39:22,2025-11-12T00:39:22,2025-11-12T08:18:55.132287,2025-11-12T08:18:55.132287,0,ON_TIME,0.9,0.13
TR00157,UA234,LOC031,LOC017,2026-01-27T07:56:40,2026-01-27T07:56:40,2026-01-27T15:20:29.619913,2026-01-27T15:20:29.619913,0,BOARDING,0.11,0.11
TR00158,UA1776,LOC012,LOC036,2025-11-04T06:37:40,2025-11-04T06:37:40,2025-11-04T10:13:32.611564,2025-11-04T10:13:32.611564,0,BOARDING,0.67,0.05
TR00159,UA1335,LOC052,LOC055,2026-03-09T10:15:06,2026-03-09T12:59:06,2026-03-09T11:47:45.225902,2026-03-09T14:31:45.225902,164,DELAYED,0.8,0.28
TR00160,UA4455,LOC058,LOC065,2024-02-26T03:59:25,2024-02-26T03:59:25,2024-02-26T06:21:41.860417,2024-02-26T06:21:41.860417,0,COMPLETED,0.26,0.31
TR00161,UA7439,LOC012,LOC008,2026-05-01T06:32:18,2026-05-01T08:28:18,2026-05-01T08:35:39.117831,2026-05-01T10:31:39.117831,116,DELAYED,0.02,0.43
TR00162,UA6534,LOC036,LOC016,2026-05-29T19:04:47,2026-05-29T19:04:47,2026-05-29T22:24:33.756941,2026-05-29T22:24:33.756941,0,COMPLETED,0.13,0.81
TR00163,UA1450,LOC058,LOC013,2026-02-24T23:05:56,2026-02-25T00:03:56,2026-02-25T06:42:56.862952,2026-02-25T07:40:56.862952,58,DELAYED,0.93,0.72
TR00164,UA8255,LOC035,LOC017,2024-04-14T12:43:20,2024-04-14T17:05:20,2024-04-14T20:15:45.209836,2024-04-15T00:37:45.209836,262,DELAYED,0.83,0.08
TR00165,UA7290,LOC024,LOC014,2024-08-26T04:33:24,2024-08-26T04:33:24,2024-08-26T08:19:37.753615,2024-08-26T08:19:37.753615,0,ON_TIME,0.07,0.62
TR00166,UA7766,LOC068,LOC012,2025-08-10T02:03:53,2025-08-10T02:03:53,2025-08-10T08:52:48.416818,2025-08-10T08:52:48.416818,0,BOARDING,0.31,0.21
TR00167,UA3452,LOC016,LOC008,2025-05-27T20:57:39,2025-05-27T23:03:39,2025-05-28T00:14:40.610329,2025-05-28T02:20:40.610329,126,DELAYED,0.08,0.62
TR00168,UA5079,LOC036,LOC052,2025-11-14T07:13:25,2025-11-14T07:13:25,2025-11-14T14:11:17.822040,2025-11-14T14:11:17.822040,0,ON_TIME,0.11,0.4
TR00169,UA2383,LOC014,LOC013,2025-02-18T22:25:40,2025-02-19T02:54:40,2025-02-19T01:52:10.897836,2025-02-19T06:21:10.897836,269,DELAYED,0.47,0.13
TR00170,UA4612,LOC061,LOC008,2024-08-11T14:54:00,2024-08-11T14:54:00,2024-08-11T21:18:31.088976,2024-08-11T21:18:31.088976,0,ON_TIME,0.53,0.43
TR00171,UA2047,LOC018,LOC055,2024-08-08T22:01:09,2024-08-09T02:34:09,2024-08-09T05:56:29.520525,2024-08-09T10:29:29.520525,273,DELAYED,0.8,0.24
TR00172,UA8465,LOC050,LOC055,2024-10-31T23:52:16,2024-10-31T23:52:16,2024-11-01T02:03:19.673857,2024-11-01T02:03:19.673857,0,COMPLETED,0.49,0.22
TR00173,UA7947,LOC019,LOC008,2024-05-24T18:21:36,2024-05-24T19:08:36,2024-05-25T01:23:43.718904,2024-05-25T02:10:43.718904,47,DELAYED,0.92,0.29
TR00174,UA7999,LOC050,LOC028,2025-08-19T08:26:21,2025-08-19T09:01:21,2025-08-19T13:12:00.825698,2025-08-19T13:47:00.825698,35,DELAYED,0.33,0.3
TR00175,UA7119,LOC038,LOC017,2025-03-04T09:04:17,2025-03-04T12:06:17,2025-03-04T10:48:37.491450,2025-03-04T13:50:37.491450,182,DELAYED,0.86,0.98
TR00176,UA3899,LOC035,LOC008,2025-09-04T16:16:32,2025-09-04T16:16:32,2025-09-04T22:36:01.239548,2025-09-04T22:36:01.239548,0,BOARDING,0.05,0.25
TR00177,UA5761,LOC061,LOC038,2024-12-08T03:03:03,2024-12-08T03:03:03,2024-12-08T05:06:52.038067,2024-12-08T05:06:52.038067,0,COMPLETED,0.26,0.93
TR00178,UA4815,LOC028,LOC061,2024-03-06T01:50:02,2024-03-06T06:34:02,2024-03-06T07:57:14.868907,2024-03-06T12:41:14.868907,284,DELAYED,0.28,0.52
TR00179,UA5355,LOC024,LOC052,2024-03-09T08:56:21,2024-03-09T08:56:21,2024-03-09T09:58:38.050750,2024-03-09T09:58:38.050750,0,ON_TIME,0.77,0.2
TR00180,UA4031,LOC058,LOC068,2025-04-15T13:18:51,2025-04-15T13:18:51,2025-04-15T17:13:16.153647,2025-04-15T17:13:16.153647,0,COMPLETED,0.77,0.73
TR00181,UA4002,LOC019,LOC035,2024-01-19T19:40:11,2024-01-19T19:40:11,2024-01-20T00:24:40.555684,2024-01-20T00:24:40.555684,0,COMPLETED,0.96,0.25
TR00182,UA3701,LOC017,LOC052,2024-07-25T12:26:16,2024-07-25T15:50:16,2024-07-25T13:45:41.107363,2024-07-25T17:09:41.107363,204,DELAYED,0.58,0.09
TR00183,UA6569,LOC058,LOC050,2024-10-29T03:14:28,2024-10-29T05:12:28,2024-10-29T08:17:13.032364,2024-10-29T10:15:13.032364,118,DELAYED,0.86,0.88
TR00184,UA4394,LOC072,LOC052,2025-10-11T22:10:59,2025-10-12T00:14:59,2025-10-12T01:45:41.636981,2025-10-12T03:49:41.636981,124,DELAYED,0.15,0.82
TR00185,UA4921,LOC072,LOC022,2026-06-03T08:51:05,2026-06-03T08:51:05,2026-06-03T10:40:06.868718,2026-06-03T10:40:06.868718,0,ON_TIME,0.11,0.31
TR00186,UA1107,LOC052,LOC016,2024-10-27T20:19:36,2024-10-27T20:19:36,2024-10-27T22:04:47.212953,2024-10-27T22:04:47.212953,0,BOARDING,0.04,0.29
TR00187,UA8538,LOC013,LOC050,2025-10-10T16:50:53,2025-10-10T16:50:53,2025-10-10T22:51:42.565136,2025-10-10T22:51:42.565136,0,BOARDING,0.43,0.21
TR00188,UA2670,LOC055,LOC072,2024-08-23T13:47:22,2024-08-24T12:47:22,2024-08-23T16:52:46.512881,2024-08-24T15:52:46.512881,1380,CANCELLED,0.96,0.44
TR00189,UA1224,LOC016,LOC058,2025-10-25T04:24:50,2025-10-25T04:24:50,2025-10-25T09:37:09.913200,2025-10-25T09:37:09.913200,0,COMPLETED,0.11,0.1
TR00190,UA1923,LOC035,LOC018,2026-04-29T19:43:29,2026-04-29T20:45:29,2026-04-29T23:13:07.366377,2026-04-30T00:15:07.366377,62,DELAYED,0.44,0.92
TR00191,UA9142,LOC072,LOC055,2026-06-01T15:32:25,2026-06-01T15:32:25,2026-06-01T20:43:36.428181,2026-06-01T20:43:36.428181,0,IN_TRANSIT,0.87,0.57
TR00192,UA3709,LOC012,LOC050,2025-01-31T08:36:08,2025-01-31T08:36:08,2025-01-31T11:14:20.754867,2025-01-31T11:14:20.754867,0,BOARDING,0.04,0.58
TR00193,UA708,LOC024,LOC012,2024-11-23T04:19:59,2024-11-23T04:19:59,2024-11-23T05:34:49.704104,2024-11-23T05:34:49.704104,0,COMPLETED,0.25,0.6
TR00194,UA7518,LOC055,LOC017,2024-01-01T21:08:18,2024-01-01T21:08:18,2024-01-02T03:16:35.161930,2024-01-02T03:16:35.161930,0,BOARDING,0.69,0.38
TR00195,UA4663,LOC035,LOC031,2024-04-12T21:10:07,2024-04-12T21:10:07,2024-04-13T00:59:49.406928,2024-04-13T00:59:49.406928,0,COMPLETED,0.04,0.99
TR00196,UA7848,LOC065,LOC061,2024-09-10T19:40:27,2024-09-10T19:40:27,2024-09-11T00:41:34.960087,2024-09-11T00:41:34.960087,0,IN_TRANSIT,0.01,0.33
TR00197,UA2553,LOC061,LOC068,2024-02-28T04:38:49,2024-02-28T09:12:49,2024-02-28T09:06:38.173055,2024-02-28T13:40:38.173055,274,DELAYED,0.34,0.26
TR00198,UA291,LOC038,LOC058,2025-02-16T10:50:38,2025-02-16T10:50:38,2025-02-16T17:11:23.699621,2025-02-16T17:11:23.699621,0,BOARDING,0.47,0.88
TR00199,UA5296,LOC022,LOC008,2026-01-19T19:02:22,2026-01-19T23:35:22,2026-01-20T00:42:18.735295,2026-01-20T05:15:18.735295,273,DELAYED,0.72,0.87
TR00200,UA6757,LOC065,LOC008,2024-04-12T15:58:45,2024-04-12T17:04:45,2024-04-12T21:42:30.384212,2024-04-12T22:48:30.384212,66,DELAYED,0.52,0.45
TR00201,UA4149,LOC055,LOC068,2024-12-06T08:25:59,2024-12-06T08:25:59,2024-12-06T11:55:02.246690,2024-12-06T11:55:02.246690,0,BOARDING,0.49,0.31
TR00202,UA6658,LOC018,LOC017,2025-12-28T11:44:09,2025-12-28T12:36:09,2025-12-28T14:38:00.209319,2025-12-28T15:30:00.209319,52,DELAYED,0.3,0.7
TR00203,UA5520,LOC050,LOC028,2024-09-14T06:09:43,2024-09-14T06:09:43,2024-09-14T10:44:40.673010,2024-09-14T10:44:40.673010,0,IN_TRANSIT,0.7,0.16
TR00204,UA7888,LOC061,LOC014,2026-02-05T14:21:04,2026-02-05T14:21:04,2026-02-05T17:50:59.101119,2026-02-05T17:50:59.101119,0,ON_TIME,0.44,0.44
TR00205,UA1553,LOC028,LOC031,2024-06-26T11:03:53,2024-06-26T11:03:53,2024-06-26T15:34:25.293182,2024-06-26T15:34:25.293182,0,ON_TIME,0.93,0.43
TR00206,UA9362,LOC038,LOC072,2024-05-04T05:28:48,2024-05-04T05:28:48,2024-05-04T11:36:50.172379,2024-05-04T11:36:50.172379,0,BOARDING,0.79,0.41
TR00207,UA8666,LOC019,LOC055,2025-12-14T23:21:50,2025-12-14T23:21:50,2025-12-15T05:10:36.066011,2025-12-15T05:10:36.066011,0,ON_TIME,0.74,0.37
TR00208,UA2030,LOC050,LOC031,2025-06-16T10:09:59,2025-06-16T10:09:59,2025-06-16T17:12:59.655808,2025-06-16T17:12:59.655808,0,COMPLETED,0.4,0.6
TR00209,UA4484,LOC016,LOC038,2025-08-01T01:30:15,2025-08-01T01:30:15,2025-08-01T02:44:18.226242,2025-08-01T02:44:18.226242,0,ON_TIME,0.04,0.17
TR00210,UA7259,LOC018,LOC012,2025-12-29T10:50:22,2025-12-29T10:50:22,2025-12-29T18:01:48.184816,2025-12-29T18:01:48.184816,0,ON_TIME,0.88,0.59
TR00211,UA8722,LOC072,LOC031,2025-02-04T22:02:42,2025-02-05T14:12:42,2025-02-05T00:30:00.445273,2025-02-05T16:40:00.445273,970,CANCELLED,0.77,0.86
TR00212,UA1353,LOC065,LOC052,2026-06-15T09:44:21,2026-06-15T13:37:21,2026-06-15T15:12:05.831492,2026-06-15T19:05:05.831492,233,DELAYED,0.78,0.44
TR00213,UA3918,LOC013,LOC038,2026-05-17T16:56:46,2026-05-17T16:56:46,2026-05-17T18:22:21.986806,2026-05-17T18:22:21.986806,0,ON_TIME,0.25,0.13
TR00214,UA5818,LOC035,LOC018,2026-05-01T04:08:16,2026-05-01T08:57:16,2026-05-01T09:51:43.667544,2026-05-01T14:40:43.667544,289,DELAYED,0.84,0.46
TR00215,UA8695,LOC055,LOC061,2025-05-28T13:39:22,2025-05-28T13:39:22,2025-05-28T17:42:51.643114,2025-05-28T17:42:51.643114,0,IN_TRANSIT,0.52,0.65
TR00216,UA1796,LOC012,LOC061,2025-05-22T06:02:06,2025-05-22T08:44:06,2025-05-22T13:20:49.670601,2025-05-22T16:02:49.670601,162,DELAYED,0.35,0.42
TR00217,UA6022,LOC017,LOC036,2026-03-29T05:08:26,2026-03-29T08:15:26,2026-03-29T12:35:18.193688,2026-03-29T15:42:18.193688,187,DELAYED,0.49,0.64
TR00218,UA2122,LOC008,LOC013,2024-08-29T17:07:33,2024-08-29T17:07:33,2024-08-29T20:54:15.434677,2024-08-29T20:54:15.434677,0,COMPLETED,0.51,0.61
TR00219,UA4469,LOC055,LOC019,2026-03-18T20:48:18,2026-03-18T23:58:18,2026-03-19T02:05:03.847151,2026-03-19T05:15:03.847151,190,DELAYED,0.78,0.73
TR00220,UA2811,LOC013,LOC019,2025-03-09T08:33:16,2025-03-09T08:33:16,2025-03-09T10:33:30.612478,2025-03-09T10:33:30.612478,0,BOARDING,0.74,0.42
TR00221,UA8966,LOC028,LOC019,2025-01-16T01:19:04,2025-01-16T03:28:04,2025-01-16T02:30:19.376374,2025-01-16T04:39:19.376374,129,DELAYED,0.18,0.09
TR00222,UA9138,LOC031,LOC058,2024-12-17T09:18:21,2024-12-17T19:41:21,2024-12-17T11:10:11.045178,2024-12-17T21:33:11.045178,623,CANCELLED,0.58,0.7
TR00223,UA9924,LOC019,LOC013,2024-02-04T12:36:55,2024-02-04T12:36:55,2024-02-04T20:36:50.837761,2024-02-04T20:36:50.837761,0,COMPLETED,0.58,0.79
TR00224,UA3322,LOC008,LOC016,2025-11-04T23:58:17,2025-11-04T23:58:17,2025-11-05T02:20:54.242488,2025-11-05T02:20:54.242488,0,IN_TRANSIT,0.66,0.21
TR00225,UA2077,LOC008,LOC022,2026-01-20T22:18:28,2026-01-20T23:37:28,2026-01-21T05:51:19.795273,2026-01-21T07:10:19.795273,79,DELAYED,0.66,0.57
TR00226,UA2585,LOC058,LOC052,2025-02-26T19:55:26,2025-02-27T00:30:26,2025-02-27T03:32:27.489080,2025-02-27T08:07:27.489080,275,DELAYED,0.8,0.65
TR00227,UA9692,LOC017,LOC012,2025-05-24T18:27:13,2025-05-24T18:27:13,2025-05-25T01:07:14.095565,2025-05-25T01:07:14.095565,0,ON_TIME,0.78,0.99
TR00228,UA7768,LOC014,LOC031,2026-03-01T10:44:41,2026-03-01T12:30:41,2026-03-01T17:00:51.011288,2026-03-01T18:46:51.011288,106,DELAYED,0.63,0.38
TR00229,UA1292,LOC058,LOC055,2025-04-11T22:01:21,2025-04-11T22:01:21,2025-04-12T02:10:47.246049,2025-04-12T02:10:47.246049,0,BOARDING,0.79,0.75
TR00230,UA8456,LOC008,LOC017,2026-02-13T23:23:04,2026-02-14T01:57:04,2026-02-14T01:16:55.868796,2026-02-14T03:50:55.868796,154,DELAYED,0.67,0.85
TR00231,UA1777,LOC058,LOC038,2025-09-20T16:38:54,2025-09-20T17:28:54,2025-09-20T22:18:17.284674,2025-09-20T23:08:17.284674,50,DELAYED,0.74,0.74
TR00232,UA2935,LOC012,LOC036,2024-03-20T16:06:06,2024-03-20T20:37:06,2024-03-20T19:38:51.779311,2024-03-21T00:09:51.779311,271,DELAYED,0.95,0.53
TR00233,UA8455,LOC028,LOC061,2025-04-11T13:34:46,2025-04-11T15:08:46,2025-04-11T17:42:36.970404,2025-04-11T19:16:36.970404,94,DELAYED,0.66,0.59
TR00234,UA5547,LOC052,LOC018,2025-02-04T05:36:01,2025-02-04T05:36:01,2025-02-04T07:56:22.926046,2025-02-04T07:56:22.926046,0,ON_TIME,0.84,0.3
TR00235,UA7948,LOC018,LOC019,2024-06-14T10:29:18,2024-06-14T10:29:18,2024-06-14T17:12:42.645514,2024-06-14T17:12:42.645514,0,IN_TRANSIT,0.74,0.22
TR00236,UA4026,LOC019,LOC016,2024-08-17T20:47:41,2024-08-17T20:47:41,2024-08-17T22:24:00.474722,2024-08-17T22:24:00.474722,0,COMPLETED,0.25,0.66
TR00237,UA4885,LOC024,LOC014,2026-05-12T04:25:29,2026-05-12T04:25:29,2026-05-12T10:24:38.597523,2026-05-12T10:24:38.597523,0,ON_TIME,0.4,0.61
TR00238,UA2596,LOC028,LOC072,2024-12-13T09:21:07,2024-12-13T11:42:07,2024-12-13T13:40:34.439556,2024-12-13T16:01:34.439556,141,DELAYED,0.28,0.06
TR00239,UA7029,LOC014,LOC017,2024-12-06T03:08:34,2024-12-06T03:08:34,2024-12-06T04:17:26.001107,2024-12-06T04:17:26.001107,0,IN_TRANSIT,0.84,0.14
TR00240,UA9845,LOC013,LOC014,2025-01-21T09:37:31,2025-01-21T09:37:31,2025-01-21T15:30:52.489838,2025-01-21T15:30:52.489838,0,IN_TRANSIT,0.44,0.62
TR00241,UA3002,LOC019,LOC012,2025-12-22T08:07:56,2025-12-22T08:07:56,2025-12-22T09:46:02.518254,2025-12-22T09:46:02.518254,0,BOARDING,0.15,0.78
TR00242,UA4546,LOC038,LOC028,2024-08-26T01:52:54,2024-08-26T01:52:54,2024-08-26T03:10:00.768643,2024-08-26T03:10:00.768643,0,BOARDING,0.42,0.17
TR00243,UA9364,LOC058,LOC038,2024-06-02T03:58:16,2024-06-02T05:39:16,2024-06-02T06:16:34.194523,2024-06-02T07:57:34.194523,101,DELAYED,0.94,0.89
TR00244,UA3192,LOC058,LOC052,2026-04-22T07:01:36,2026-04-22T07:01:36,2026-04-22T14:36:30.033065,2026-04-22T14:36:30.033065,0,ON_TIME,0.78,0.72
TR00245,UA3776,LOC050,LOC058,2026-02-24T19:13:06,2026-02-24T20:30:06,2026-02-25T02:22:19.026505,2026-02-25T03:39:19.026505,77,DELAYED,0.72,0.61
TR00246,UA5578,LOC038,LOC068,2025-07-17T21:21:23,2025-07-17T21:21:23,2025-07-18T00:43:41.913869,2025-07-18T00:43:41.913869,0,BOARDING,0.43,0.42
TR00247,UA3673,LOC055,LOC035,2025-10-03T00:31:17,2025-10-03T00:31:17,2025-10-03T01:48:18.555558,2025-10-03T01:48:18.555558,0,COMPLETED,0.74,0.98
TR00248,UA9101,LOC022,LOC068,2025-09-13T03:30:53,2025-09-13T03:30:53,2025-09-13T11:18:05.130426,2025-09-13T11:18:05.130426,0,ON_TIME,0.12,0.07
TR00249,UA7176,LOC061,LOC012,2025-10-13T08:19:16,2025-10-13T08:19:16,2025-10-13T14:14:58.474282,2025-10-13T14:14:58.474282,0,IN_TRANSIT,0.26,0.57
TR00250,UA7326,LOC012,LOC018,2026-05-30T03:22:03,2026-05-30T03:22:03,2026-05-30T10:54:07.299655,2026-05-30T10:54:07.299655,0,BOARDING,0.16,0.85
TR00251,UA4018,LOC018,LOC035,2025-05-29T12:31:14,2025-05-29T12:31:14,2025-05-29T15:18:51.374412,2025-05-29T15:18:51.374412,0,COMPLETED,0.86,0.43
TR00252,UA1277,LOC072,LOC014,2025-04-09T14:40:46,2025-04-09T16:48:46,2025-04-09T21:00:02.290258,2025-04-09T23:08:02.290258,128,DELAYED,0.95,0.29
TR00253,UA6218,LOC018,LOC017,2024-05-06T00:42:57,2024-05-06T03:35:57,2024-05-06T02:37:01.668672,2024-05-06T05:30:01.668672,173,DELAYED,0.55,0.31
TR00254,UA2136,LOC016,LOC018,2025-01-11T16:50:19,2025-01-11T16:50:19,2025-01-11T21:08:19.871086,2025-01-11T21:08:19.871086,0,IN_TRANSIT,0.94,0.85
TR00255,UA2233,LOC065,LOC008,2024-09-09T08:24:22,2024-09-09T13:22:22,2024-09-09T09:49:40.853367,2024-09-09T14:47:40.853367,298,DELAYED,0.27,0.21
TR00256,UA288,LOC065,LOC014,2026-01-17T11:27:16,2026-01-17T13:23:16,2026-01-17T12:45:17.048621,2026-01-17T14:41:17.048621,116,DELAYED,0.24,0.37
TR00257,UA7396,LOC065,LOC058,2024-04-13T00:36:39,2024-04-13T13:36:39,2024-04-13T08:16:05.179392,2024-04-13T21:16:05.179392,780,CANCELLED,0.28,0.73
TR00258,UA1854,LOC016,LOC017,2025-05-02T17:09:55,2025-05-02T20:45:55,2025-05-02T23:35:04.525478,2025-05-03T03:11:04.525478,216,DELAYED,0.36,0.56
TR00259,UA5156,LOC052,LOC035,2024-03-29T09:29:56,2024-03-29T10:02:56,2024-03-29T15:57:59.152719,2024-03-29T16:30:59.152719,33,DELAYED,0.64,0.51
TR00260,UA2858,LOC018,LOC022,2025-11-07T17:13:06,2025-11-07T17:13:06,2025-11-07T23:28:15.727699,2025-11-07T23:28:15.727699,0,ON_TIME,0.06,0.79
TR00261,UA9899,LOC012,LOC018,2025-09-22T13:58:11,2025-09-22T15:45:11,2025-09-22T21:05:40.271468,2025-09-22T22:52:40.271468,107,DELAYED,0.65,0.65
TR00262,UA846,LOC014,LOC036,2025-11-02T08:22:48,2025-11-02T08:22:48,2025-11-02T10:49:34.891147,2025-11-02T10:49:34.891147,0,BOARDING,0.96,0.55
TR00263,UA1621,LOC013,LOC017,2024-08-27T07:14:56,2024-08-27T12:02:56,2024-08-27T10:54:36.298109,2024-08-27T15:42:36.298109,288,DELAYED,0.35,0.37
TR00264,UA7392,LOC022,LOC055,2025-10-05T11:20:56,2025-10-05T12:35:56,2025-10-05T13:33:39.938616,2025-10-05T14:48:39.938616,75,DELAYED,0.75,0.72
TR00265,UA6852,LOC028,LOC008,2026-01-05T01:12:37,2026-01-05T01:12:37,2026-01-05T07:58:33.348494,2026-01-05T07:58:33.348494,0,IN_TRANSIT,0.34,0.16
TR00266,UA2048,LOC055,LOC012,2024-02-17T12:41:00,2024-02-17T12:41:00,2024-02-17T18:16:40.861549,2024-02-17T18:16:40.861549,0,IN_TRANSIT,0.15,0.74
TR00267,UA8775,LOC008,LOC014,2025-06-02T12:26:18,2025-06-02T13:26:18,2025-06-02T15:23:35.377272,2025-06-02T16:23:35.377272,60,DELAYED,0.23,0.32
TR00268,UA4563,LOC013,LOC014,2025-07-29T08:46:15,2025-07-29T08:46:15,2025-07-29T11:04:32.657479,2025-07-29T11:04:32.657479,0,COMPLETED,0.1,0.65
TR00269,UA1021,LOC065,LOC031,2024-07-02T15:47:59,2024-07-02T15:47:59,2024-07-02T16:52:09.966784,2024-07-02T16:52:09.966784,0,ON_TIME,0.08,0.58
TR00270,UA7263,LOC022,LOC068,2025-04-23T11:20:55,2025-04-23T11:20:55,2025-04-23T17:22:41.564634,2025-04-23T17:22:41.564634,0,IN_TRANSIT,0.07,0.13
TR00271,UA7452,LOC016,LOC052,2025-01-01T02:52:25,2025-01-01T02:52:25,2025-01-01T05:46:22.832698,2025-01-01T05:46:22.832698,0,IN_TRANSIT,0.58,0.97
TR00272,UA1079,LOC068,LOC038,2026-01-25T18:46:43,2026-01-25T21:29:43,2026-01-25T23:52:17.606365,2026-01-26T02:35:17.606365,163,DELAYED,0.33,0.86
TR00273,UA6192,LOC036,LOC058,2026-02-03T01:53:55,2026-02-03T05:12:55,2026-02-03T09:32:34.026865,2026-02-03T12:51:34.026865,199,DELAYED,0.97,0.08
TR00274,UA9852,LOC013,LOC016,2025-09-07T16:48:01,2025-09-07T17:20:01,2025-09-07T18:27:24.478911,2025-09-07T18:59:24.478911,32,DELAYED,0.37,0.03
TR00275,UA9758,LOC028,LOC017,2024-11-28T11:33:48,2024-11-28T11:33:48,2024-11-28T17:33:17.474768,2024-11-28T17:33:17.474768,0,IN_TRANSIT,0.27,0.45
TR00276,UA5707,LOC031,LOC036,2025-09-21T15:20:20,2025-09-21T15:20:20,2025-09-21T16:35:56.551412,2025-09-21T16:35:56.551412,0,IN_TRANSIT,0.41,0.59
TR00277,UA7655,LOC061,LOC036,2025-10-30T03:30:00,2025-10-30T07:06:00,2025-10-30T11:02:55.099620,2025-10-30T14:38:55.099620,216,DELAYED,0.28,0.04
TR00278,UA9996,LOC061,LOC055,2024-12-31T05:35:08,2024-12-31T05:35:08,2024-12-31T11:22:46.829931,2024-12-31T11:22:46.829931,0,COMPLETED,0.18,0.59
TR00279,UA5295,LOC022,LOC024,2025-03-21T00:17:09,2025-03-21T02:56:09,2025-03-21T05:28:46.940981,2025-03-21T08:07:46.940981,159,DELAYED,0.68,0.4
TR00280,UA8630,LOC050,LOC008,2025-01-12T20:29:26,2025-01-12T21:36:26,2025-01-12T21:57:55.781002,2025-01-12T23:04:55.781002,67,DELAYED,0.25,0.68
TR00281,UA8688,LOC019,LOC072,2024-09-13T03:42:35,2024-09-13T03:42:35,2024-09-13T09:02:16.206009,2024-09-13T09:02:16.206009,0,ON_TIME,0.66,0.21
TR00282,UA3291,LOC024,LOC022,2025-06-06T03:08:13,2025-06-06T05:06:13,2025-06-06T10:36:05.097836,2025-06-06T12:34:05.097836,118,DELAYED,0.15,0.72
TR00283,UA1369,LOC055,LOC061,2024-09-04T07:06:28,2024-09-04T07:06:28,2024-09-04T13:32:05.472131,2024-09-04T13:32:05.472131,0,ON_TIME,0.07,0.52
TR00284,UA2880,LOC055,LOC018,2025-05-23T04:46:16,2025-05-23T05:57:16,2025-05-23T11:42:21.417425,2025-05-23T12:53:21.417425,71,DELAYED,0.17,0.66
TR00285,UA6058,LOC014,LOC055,2025-08-08T09:53:54,2025-08-08T10:59:54,2025-08-08T13:06:06.467389,2025-08-08T14:12:06.467389,66,DELAYED,0.82,0.26
TR00286,UA7949,LOC016,LOC072,2024-05-08T17:55:47,2024-05-08T17:55:47,2024-05-08T22:15:02.241809,2024-05-08T22:15:02.241809,0,IN_TRANSIT,0.19,0.65
TR00287,UA2146,LOC013,LOC012,2024-06-05T08:52:14,2024-06-05T08:52:14,2024-06-05T14:41:29.362681,2024-06-05T14:41:29.362681,0,IN_TRANSIT,0.54,0.85
TR00288,UA9698,LOC024,LOC008,2024-05-07T12:43:06,2024-05-07T13:48:06,2024-05-07T18:45:52.794273,2024-05-07T19:50:52.794273,65,DELAYED,0.06,0.43
TR00289,UA2779,LOC068,LOC017,2024-05-07T20:44:55,2024-05-07T22:35:55,2024-05-08T01:05:17.193172,2024-05-08T02:56:17.193172,111,DELAYED,0.8,0.94
TR00290,UA8707,LOC072,LOC017,2024-01-14T04:31:30,2024-01-14T06:06:30,2024-01-14T08:46:14.863865,2024-01-14T10:21:14.863865,95,DELAYED,0.66,0.99
TR00291,UA1805,LOC072,LOC022,2024-08-21T02:07:46,2024-08-21T02:07:46,2024-08-21T08:42:55.625809,2024-08-21T08:42:55.625809,0,COMPLETED,0.24,0.59
TR00292,UA4755,LOC016,LOC028,2026-04-19T10:28:14,2026-04-19T10:28:14,2026-04-19T17:49:08.368586,2026-04-19T17:49:08.368586,0,COMPLETED,0.32,0.2
