event_id,route_edge_id,location_id,timestamp,congestion_level,average_speed_kmh,normal_speed_kmh,traffic_index,incident_type,expected_delay_minutes
TE00299,EDGE0276,LOC066,2024-12-09T14:51:43,Low,89,90,2,Event,3
TE00300,EDGE0096,LOC039,2024-11-27T10:24:23,Low,88,90,3,Accident,5
TE00301,EDGE0296,LOC039,2025-05-30T13:30:51,Low,87,90,5,Rush Hour,9
TE00302,EDGE0219,LOC030,2025-05-29T07:03:18,Low,76,90,29,Weather-related,52
TE00303,EDGE0277,LOC048,2025-07-14T11:31:04,Moderate,50,70,56,Weather-related,100
TE00304,EDGE0037,LOC013,2025-04-01T01:14:43,Low,81,90,19,Construction,34
TE00305,EDGE0033,LOC043,2024-12-05T08:13:49,Low,81,90,18,Weather-related,32
TE00306,EDGE0071,LOC042,2026-04-04T02:25:56,High,27,45,77,Weather-related,138
TE00307,EDGE0080,LOC004,2026-01-07T15:57:32,Moderate,52,70,51,Weather-related,91
TE00308,EDGE0198,LOC002,2026-05-22T00:04:25,High,29,45,70,Accident,126
TE00309,EDGE0264,LOC047,2024-01-14T16:13:32,Moderate,52,70,50,Weather-related,90
TE00310,EDGE0240,LOC002,2024-06-27T05:08:39,Low,83,90,15,Construction,27
TE00311,EDGE0200,LOC036,2025-06-21T12:05:12,Severe,11,20,84,Rush Hour,151
TE00312,EDGE0010,LOC069,2025-11-23T07:40:45,Moderate,59,70,31,Rush Hour,55
TE00313,EDGE0046,LOC055,2025-01-08T08:49:05,Severe,10,20,95,Accident,171
TE00314,EDGE0325,LOC034,2025-01-13T18:32:07,Low,85,90,11,Event,19
TE00315,EDGE0274,LOC075,2024-03-02T22:43:53,Low,81,90,18,Construction,32
TE00316,EDGE0292,LOC003,2025-05-13T13:23:56,Severe,11,20,87,Rush Hour,156
TE00317,EDGE0088,LOC015,2025-08-15T10:36:04,Severe,11,20,83,Rush Hour,149
TE00318,EDGE0062,LOC061,2024-06-25T02:53:24,Moderate,56,70,39,Accident,70
TE00319,EDGE0150,LOC014,2025-08-22T10:29:51,High,27,45,80,Construction,144
TE00320,EDGE0128,LOC058,2025-02-02T14:23:21,Moderate,52,70,49,Event,88
TE00321,EDGE0364,LOC047,2026-04-19T05:30:24,Low,80,90,21,Event,37
TE00322,EDGE0207,LOC006,2025-03-15T08:37:45,Low,76,90,30,Accident,54
TE00323,EDGE0147,LOC009,2024-02-08T09:05:46,High,28,45,73,Weather-related,131
TE00324,EDGE0147,LOC044,2026-03-13T22:13:44,High,27,45,78,Accident,140
TE00325,EDGE0224,LOC030,2025-08-05T11:26:56,Moderate,52,70,49,Construction,88
TE00326,EDGE0164,LOC052,2026-03-09T22:49:53,Severe,10,20,92,Accident,165
TE00327,EDGE0199,LOC068,2026-03-01T07:02:15,Low,86,90,7,Weather-related,12
TE00328,EDGE0267,LOC046,2025-11-23T03:33:54,Moderate,53,70,47,Accident,84
TE00329,EDGE0229,LOC042,2026-01-26T05:23:42,Moderate,50,70,55,Event,99
TE00330,EDGE0005,LOC025,2024-03-09T02:54:30,Severe,11,20,86,Rush Hour,154
TE00331,EDGE0243,LOC065,2025-04-05T11:51:33,Severe,11,20,88,Accident,158
TE00332,EDGE0224,LOC002,2024-10-26T01:22:55,Moderate,50,70,56,Rush Hour,100
TE00333,EDGE0192,LOC022,2025-05-12T14:07:30,Moderate,54,70,45,Construction,81
TE00334,EDGE0241,LOC009,2026-03-09T07:22:59,Low,83,90,14,Event,25
TE00335,EDGE0249,LOC037,2024-05-07T22:03:38,Severe,11,20,83,Rush Hour,149
TE00336,EDGE0241,LOC025,2024-05-29T01:30:54,Moderate,57,70,35,Weather-related,63
TE00337,EDGE0328,LOC072,2024-09-17T00:55:50,Low,88,90,3,Construction,5
TE00338,EDGE0350,LOC042,2026-04-15T17:09:19,Severe,10,20,95,Rush Hour,171
TE00339,EDGE0283,LOC032,2026-04-08T07:21:14,High,27,45,77,Event,138
TE00340,EDGE0266,LOC033,2024-01-12T09:18:14,Low,79,90,24,Construction,43
TE00341,EDGE0040,LOC007,2024-04-11T16:57:59,High,30,45,63,Accident,113
TE00342,EDGE0060,LOC025,2024-11-23T10:30:10,Low,78,90,25,Event,45
TE00343,EDGE0342,LOC020,2024-11-27T03:44:41,Moderate,56,70,39,Accident,70
TE00344,EDGE0166,LOC023,2025-10-20T23:40:28,Moderate,57,70,37,Event,66
TE00345,EDGE0298,LOC064,2024-06-10T10:40:20,Low,85,90,11,Rush Hour,19
TE00346,EDGE0353,LOC026,2024-11-15T08:33:42,Low,83,90,15,Rush Hour,27
TE00347,EDGE0102,LOC047,2026-04-15T08:55:48,Severe,10,20,92,Weather-related,165
TE00348,EDGE0287,LOC055,2025-11-07T02:50:23,High,30,45,64,Accident,115
TE00349,EDGE0033,LOC075,2024-04-22T00:50:48,High,28,45,75,Construction,135
TE00350,EDGE0077,LOC066,2024-08-26T20:23:10,Moderate,49,70,60,Construction,108
TE00351,EDGE0310,LOC015,2024-02-06T21:34:26,Severe,11,20,87,Rush Hour,156
TE00352,EDGE0138,LOC061,2025-12-14T09:09:27,High,30,45,65,Accident,117
TE00353,EDGE0167,LOC064,2025-05-30T07:14:44,Moderate,52,70,49,Weather-related,88
TE00354,EDGE0321,LOC032,2024-02-28T20:30:15,Low,84,90,12,Rush Hour,21
TE00355,EDGE0137,LOC074,2024-05-15T23:00:56,Low,90,90,0,Accident,0
TE00356,EDGE0129,LOC059,2024-04-23T18:53:04,Moderate,54,70,45,Event,81
TE00357,EDGE0039,LOC059,2024-03-25T07:15:37,High,27,45,80,Construction,144
TE00358,EDGE0074,LOC065,2024-10-03T12:01:43,High,30,45,64,Rush Hour,115
TE00359,EDGE0021,LOC006,2025-01-26T07:48:39,High,30,45,66,Accident,118
TE00360,EDGE0253,LOC061,2026-05-16T22:53:14,Moderate,49,70,59,Rush Hour,106
TE00361,EDGE0271,LOC025,2024-04-19T10:16:17,Low,81,90,18,Weather-related,32
TE00362,EDGE0371,LOC049,2026-06-12T04:08:52,Severe,11,20,86,Rush Hour,154
TE00363,EDGE0119,LOC063,2024-12-19T15:14:39,Moderate,50,70,57,Rush Hour,102
TE00364,EDGE0327,LOC002,2025-02-05T19:05:41,Low,82,90,17,Event,30
TE00365,EDGE0156,LOC009,2025-09-25T05:39:05,Moderate,50,70,56,Construction,100
TE00366,EDGE0212,LOC026,2025-08-25T18:54:14,Severe,11,20,90,Weather-related,162
TE00367,EDGE0236,LOC055,2025-12-01T19:11:01,Low,89,90,1,Construction,1
TE00368,EDGE0298,LOC028,2025-09-20T06:54:54,Moderate,59,70,31,Weather-related,55
TE00369,EDGE0321,LOC052,2025-11-03T16:20:36,Severe,10,20,99,Accident,178
TE00370,EDGE0313,LOC043,2025-05-06T12:24:19,Low,86,90,7,Rush Hour,12
TE00371,EDGE0209,LOC012,2024-01-27T05:44:27,High,27,45,78,Rush Hour,140
TE00372,EDGE0024,LOC052,2025-08-28T01:40:55,Low,81,90,18,Event,32
TE00373,EDGE0278,LOC024,2024-07-02T18:45:30,Low,84,90,13,Event,23
TE00374,EDGE0333,LOC025,2026-04-10T20:04:14,High,28,45,74,Event,133
TE00375,EDGE0009,LOC051,2024-01-10T03:55:40,Moderate,51,70,53,Weather-related,95
TE00376,EDGE0341,LOC002,2024-04-08T05:40:05,Low,89,90,2,Accident,3
TE00377,EDGE0303,LOC026,2026-06-28T17:02:57,High,27,45,79,Weather-related,142
TE00378,EDGE0366,LOC020,2024-03-11T16:59:28,Low,89,90,2,Event,3
TE00379,EDGE0098,LOC060,2024-04-22T18:19:50,Low,81,90,18,Accident,32
TE00380,EDGE0329,LOC026,2025-07-09T16:01:39,Moderate,53,70,47,Rush Hour,84
TE00381,EDGE0201,LOC048,2026-02-20T03:07:13,Moderate,50,70,57,Rush Hour,102
TE00382,EDGE0111,LOC070,2024-06-13T21:01:11,Moderate,53,70,48,Rush Hour,86
TE00383,EDGE0053,LOC023,2025-03-26T05:53:29,High,29,45,71,Weather-related,127
TE00384,EDGE0025,LOC055,2025-04-13T03:10:07,High,29,45,67,Event,120
TE00385,EDGE0271,LOC057,2024-05-14T09:08:54,High,29,45,68,Event,122
TE00386,EDGE0339,LOC013,2025-03-13T07:43:51,High,27,45,77,Event,138
TE00387,EDGE0153,LOC016,2025-11-10T21:44:58,Moderate,50,70,57,Event,102
TE00388,EDGE0020,LOC005,2025-08-15T12:07:43,Low,79,90,24,Event,43
TE00389,EDGE0102,LOC002,2025-09-05T18:53:23,Severe,11,20,89,Rush Hour,160
TE00390,EDGE0225,LOC052,2024-02-17T21:01:16,Low,78,90,26,Event,46
TE00391,EDGE0006,LOC066,2026-01-06T07:32:29,Severe,11,20,90,Rush Hour,162
TE00392,EDGE0017,LOC051,2024-08-30T20:09:41,Low,81,90,18,Accident,32
TE00393,EDGE0155,LOC032,2026-04-08T17:07:11,High,27,45,80,Event,144
TE00394,EDGE0313,LOC021,2024-12-07T13:11:18,Low,86,90,8,Rush Hour,14
TE00395,EDGE0232,LOC020,2024-07-30T20:40:09,Moderate,54,70,45,Weather-related,81
TE00396,EDGE0073,LOC024,2025-08-30T09:15:33,High,27,45,78,Weather-related,140
TE00397,EDGE0326,LOC058,2026-04-27T18:04:58,High,28,45,74,Event,133
TE00398,EDGE0068,LOC002,2025-04-03T05:35:39,High,30,45,66,Rush Hour,118
TE00399,EDGE0100,LOC013,2024-08-11T19:31:31,Low,79,90,23,Rush Hour,41
TE00400,EDGE0368,LOC010,2025-04-08T00:21:06,Severe,11,20,90,Accident,162
TE00401,EDGE0325,LOC062,2025-08-02T15:18:49,Low,83,90,14,Construction,25
TE00402,EDGE0254,LOC006,2024-01-18T07:42:35,Low,84,90,13,Event,23
TE00403,EDGE0343,LOC058,2026-05-09T20:52:38,Low,87,90,5,Construction,9
TE00404,EDGE0117,LOC026,2026-05-12T06:30:00,Low,82,90,16,Event,28
TE00405,EDGE0218,LOC021,2024-08-07T14:47:59,Low,87,90,5,Accident,9
TE00406,EDGE0190,LOC049,2024-07-10T10:32:23,Severe,11,20,86,Event,154
TE00407,EDGE0100,LOC047,2024-03-05T21:24:56,High,31,45,61,Weather-related,109
TE00408,EDGE0310,LOC020,2024-01-08T19:31:33,Moderate,54,70,44,Event,79
TE00409,EDGE0327,LOC054,2026-06-08T16:29:48,Low,80,90,22,Rush Hour,39
TE00410,EDGE0058,LOC024,2025-09-04T04:25:50,Low,84,90,13,Rush Hour,23
TE00411,EDGE0254,LOC009,2026-04-14T10:28:47,Moderate,59,70,31,Accident,55
TE00412,EDGE0286,LOC063,2026-04-30T13:13:41,High,28,45,74,Accident,133
TE00413,EDGE0246,LOC020,2024-05-12T05:45:33,Moderate,51,70,53,Rush Hour,95
TE00414,EDGE0059,LOC036,2025-04-18T07:42:34,Moderate,52,70,51,Accident,91
TE00415,EDGE0170,LOC002,2024-11-22T07:20:21,Low,89,90,1,Weather-related,1
TE00416,EDGE0232,LOC063,2025-06-18T03:43:07,High,27,45,76,Weather-related,136
TE00417,EDGE0248,LOC016,2024-11-24T22:07:31,Moderate,54,70,44,Rush Hour,79
TE00418,EDGE0125,LOC019,2025-10-03T00:52:28,Moderate,58,70,34,Construction,61
TE00419,EDGE0337,LOC057,2026-03-07T05:20:58,Low,87,90,6,Event,10
TE00420,EDGE0241,LOC065,2024-08-09T07:06:42,Severe,11,20,83,Rush Hour,149
TE00421,EDGE0120,LOC071,2024-09-07T00:48:48,Low,84,90,13,Construction,23
TE00422,EDGE0322,LOC023,2024-10-12T19:44:45,Moderate,51,70,54,Rush Hour,97
TE00423,EDGE0155,LOC036,2024-12-08T23:34:19,High,29,45,67,Construction,120
TE00424,EDGE0370,LOC009,2025-01-27T14:53:47,Low,78,90,26,Event,46
TE00425,EDGE0207,LOC062,2024-10-28T21:00:23,Low,83,90,15,Construction,27
TE00426,EDGE0026,LOC012,2024-06-27T01:26:17,High,28,45,75,Rush Hour,135
TE00427,EDGE0100,LOC065,2024-10-08T17:30:56,Severe,11,20,90,Accident,162
TE00428,EDGE0088,LOC018,2026-05-31T06:12:09,Severe,11,20,90,Accident,162
TE00429,EDGE0113,LOC025,2024-03-25T11:44:34,Low,81,90,20,Event,36
TE00430,EDGE0346,LOC069,2026-05-02T14:39:09,Severe,10,20,93,Event,167
TE00431,EDGE0072,LOC006,2025-12-17T13:12:47,Moderate,51,70,52,Accident,93
TE00432,EDGE0074,LOC071,2026-05-03T20:58:55,Severe,10,20,99,Event,178
TE00433,EDGE0073,LOC037,2024-04-23T15:01:38,Severe,10,20,100,Weather-related,180
TE00434,EDGE0326,LOC031,2025-03-27T12:19:00,Low,79,90,24,Event,43
TE00435,EDGE0227,LOC062,2024-04-14T15:27:56,High,29,45,71,Weather-related,127
TE00436,EDGE0280,LOC068,2025-01-24T10:18:42,Severe,10,20,97,Rush Hour,174
TE00437,EDGE0263,LOC050,2024-06-01T13:15:03,Severe,11,20,85,Event,153
TE00438,EDGE0216,LOC068,2024-11-02T16:15:40,Moderate,54,70,45,Accident,81
TE00439,EDGE0270,LOC027,2026-06-20T22:10:29,Low,85,90,10,Rush Hour,18
TE00440,EDGE0253,LOC034,2026-01-26T19:46:29,Low,85,90,10,Event,18
TE00441,EDGE0217,LOC002,2025-05-28T23:01:00,High,30,45,63,Rush Hour,113
TE00442,EDGE0117,LOC013,2025-07-08T19:04:59,Moderate,49,70,58,Accident,104
TE00443,EDGE0256,LOC062,2024-07-18T04:12:25,Moderate,53,70,48,Rush Hour,86
TE00444,EDGE0203,LOC022,2024-12-30T08:01:06,Low,81,90,20,Weather-related,36
TE00445,EDGE0251,LOC054,2024-06-04T09:57:00,Severe,10,20,96,Rush Hour,172
TE00446,EDGE0050,LOC058,2025-03-18T22:40:59,Moderate,54,70,45,Event,81
TE00447,EDGE0149,LOC031,2024-04-18T10:39:49,High,30,45,65,Accident,117
TE00448,EDGE0033,LOC043,2024-10-27T14:08:58,Moderate,52,70,50,Construction,90
TE00449,EDGE0101,LOC006,2025-05-08T15:55:06,Severe,10,20,99,Rush Hour,178
TE00450,EDGE0338,LOC031,2026-01-24T18:13:10,High,30,45,66,Event,118
TE00451,EDGE0034,LOC052,2025-12-01T01:17:59,Low,78,90,26,Rush Hour,46
TE00452,EDGE0354,LOC026,2025-05-25T01:37:44,Severe,10,20,99,Construction,178
TE00453,EDGE0050,LOC053,2025-04-19T20:24:29,High,27,45,80,Construction,144
TE00454,EDGE0025,LOC002,2026-06-26T11:26:01,Moderate,53,70,48,Weather-related,86
TE00455,EDGE0150,LOC011,2024-08-24T17:41:45,Severe,10,20,100,Accident,180
TE00456,EDGE0083,LOC054,2026-05-28T13:18:25,Severe,10,20,94,Event,169
TE00457,EDGE0286,LOC071,2026-05-30T14:08:35,Moderate,54,70,43,Rush Hour,77
TE00458,EDGE0084,LOC040,2025-07-20T05:18:00,Low,81,90,19,Construction,34
TE00459,EDGE0078,LOC023,2025-05-06T09:45:17,Moderate,58,70,33,Construction,59
TE00460,EDGE0185,LOC031,2025-10-27T08:27:25,Severe,10,20,98,Weather-related,176
TE00461,EDGE0092,LOC012,2024-09-18T23:20:12,Moderate,56,70,38,Construction,68
TE00462,EDGE0261,LOC065,2024-01-08T12:08:44,High,28,45,72,Event,129
TE00463,EDGE0021,LOC017,2025-05-01T13:29:36,Severe,11,20,84,Construction,151
TE00464,EDGE0110,LOC050,2025-01-17T10:04:27,High,27,45,76,Weather-related,136
TE00465,EDGE0281,LOC015,2024-12-10T03:04:36,Moderate,49,70,59,Accident,106
TE00466,EDGE0126,LOC057,2025-11-08T11:53:01,Severe,11,20,89,Weather-related,160
TE00467,EDGE0041,LOC028,2025-03-05T19:22:18,Low,81,90,20,Event,36
TE00468,EDGE0183,LOC048,2025-07-12T10:36:34,High,30,45,64,Rush Hour,115
TE00469,EDGE0304,LOC029,2024-07-27T15:17:03,Moderate,49,70,59,Weather-related,106
TE00470,EDGE0316,LOC033,2025-05-30T01:33:45,Low,85,90,11,Weather-related,19
TE00471,EDGE0143,LOC057,2026-01-15T13:58:51,Severe,11,20,88,Rush Hour,158
TE00472,EDGE0207,LOC072,2025-12-20T00:14:17,Moderate,49,70,60,Rush Hour,108
TE00473,EDGE0168,LOC001,2025-11-22T20:08:55,Low,86,90,7,Event,12
TE00474,EDGE0059,LOC038,2025-07-11T06:51:22,Moderate,57,70,37,Accident,66
TE00475,EDGE0316,LOC018,2025-04-19T12:48:50,Low,85,90,11,Weather-related,19
TE00476,EDGE0334,LOC040,2026-01-26T11:36:32,Low,89,90,1,Construction,1
TE00477,EDGE0276,LOC060,2026-05-06T23:48:59,Low,82,90,16,Rush Hour,28
TE00478,EDGE0185,LOC022,2024-06-18T01:34:29,Moderate,51,70,54,Accident,97
TE00479,EDGE0245,LOC012,2024-09-30T01:11:11,High,29,45,67,Event,120
TE00480,EDGE0070,LOC070,2024-05-07T08:12:02,Moderate,56,70,38,Event,68
TE00481,EDGE0268,LOC028,2025-03-11T22:07:13,Low,85,90,9,Accident,16
TE00482,EDGE0356,LOC004,2024-08-05T11:38:25,High,29,45,71,Accident,127
TE00483,EDGE0328,LOC074,2026-04-16T17:08:09,Moderate,57,70,36,Event,64
TE00484,EDGE0027,LOC034,2024-11-01T03:30:47,High,29,45,70,Weather-related,126
TE00485,EDGE0008,LOC060,2025-02-12T22:05:56,Low,79,90,23,Construction,41
TE00486,EDGE0316,LOC049,2024-04-28T18:43:26,Moderate,58,70,33,Rush Hour,59
TE00487,EDGE0245,LOC060,2024-04-27T03:06:50,Low,77,90,27,Event,48
TE00488,EDGE0175,LOC025,2024-01-29T22:35:15,Moderate,55,70,42,Event,75
TE00489,EDGE0038,LOC056,2026-02-26T20:58:40,Severe,11,20,88,Event,158
TE00490,EDGE0338,LOC011,2024-02-18T11:00:18,Low,89,90,2,Construction,3
TE00491,EDGE0267,LOC051,2026-06-22T22:26:59,Severe,11,20,89,Weather-related,160
TE00492,EDGE0293,LOC060,2026-06-18T06:59:08,Moderate,53,70,48,Weather-related,86
TE00493,EDGE0199,LOC029,2025-09-21T08:30:27,Moderate,57,70,36,Weather-related,64
TE00494,EDGE0169,LOC064,2024-11-26T12:17:35,Low,88,90,4,Event,7
TE00495,EDGE0315,LOC033,2024-02-26T22:38:46,Low,85,90,11,Rush Hour,19
TE00496,EDGE0237,LOC020,2026-05-06T20:54:53,Low,88,90,3,Rush Hour,5
TE00497,EDGE0053,LOC064,2025-02-08T20:28:50,Low,87,90,6,Weather-related,10
TE00498,EDGE0121,LOC007,2026-04-24T06:00:17,Low,77,90,28,Rush Hour,50
TE00499,EDGE0359,LOC032,2026-04-18T08:37:16,Severe,10,20,95,Weather-related,171
TE00500,EDGE0267,LOC031,2026-01-03T09:18:39,Moderate,49,70,60,Rush Hour,108
TE00501,EDGE0210,LOC067,2024-08-18T21:26:21,Moderate,56,70,40,Rush Hour,72
TE00502,EDGE0155,LOC057,2025-07-22T06:42:25,Low,88,90,3,Weather-related,5
TE00503,EDGE0232,LOC039,2025-09-01T17:23:56,Severe,11,20,84,Event,151
TE00504,EDGE0225,LOC057,2024-12-12T21:28:30,Moderate,50,70,56,Construction,100
TE00505,EDGE0313,LOC046,2025-03-28T01:14:06,Severe,11,20,87,Rush Hour,156
TE00506,EDGE0170,LOC062,2024-07-26T23:27:18,Severe,10,20,97,Weather-related,174
TE00507,EDGE0163,LOC053,2025-12-22T21:18:51,High,28,45,74,Event,133
TE00508,EDGE0254,LOC017,2026-02-17T11:13:33,Moderate,49,70,58,Accident,104
TE00509,EDGE0212,LOC027,2026-03-03T21:32:18,Low,81,90,19,Event,34
TE00510,EDGE0097,LOC069,2024-05-20T16:05:55,High,29,45,70,Construction,126
TE00511,EDGE0049,LOC058,2025-09-08T09:13:22,Moderate,50,70,56,Accident,100
TE00512,EDGE0089,LOC057,2025-07-19T05:53:28,High,28,45,73,Weather-related,131
TE00513,EDGE0127,LOC005,2026-02-19T02:09:10,Severe,11,20,81,Rush Hour,145
TE00514,EDGE0049,LOC007,2024-01-17T10:53:11,Moderate,50,70,56,Weather-related,100
TE00515,EDGE0048,LOC047,2025-01-06T02:07:18,Low,83,90,15,Construction,27
TE00516,EDGE0317,LOC003,2024-09-14T15:05:44,Severe,11,20,88,Construction,158
TE00517,EDGE0237,LOC068,2026-03-09T16:24:17,Low,81,90,18,Event,32
TE00518,EDGE0062,LOC034,2024-08-06T01:23:55,High,30,45,63,Accident,113
TE00519,EDGE0358,LOC044,2025-11-24T04:18:14,Severe,10,20,97,Accident,174
TE00520,EDGE0315,LOC044,2024-09-04T08:14:31,Severe,11,20,82,Rush Hour,147
TE00521,EDGE0068,LOC003,2024-10-05T07:00:59,Moderate,54,70,44,Weather-related,79
TE00522,EDGE0081,LOC035,2026-05-29T19:19:43,High,30,45,66,Accident,118
TE00523,EDGE0067,LOC025,2026-05-28T23:01:12,Severe,11,20,83,Accident,149
TE00524,EDGE0323,LOC056,2024-08-15T02:41:44,Moderate,55,70,41,Event,73
TE00525,EDGE0188,LOC050,2026-01-21T02:18:49,Severe,11,20,81,Accident,145
TE00526,EDGE0238,LOC073,2025-07-11T08:52:02,Low,90,90,0,Construction,0
TE00527,EDGE0350,LOC039,2024-03-03T18:57:37,High,31,45,61,Rush Hour,109
TE00528,EDGE0252,LOC020,2024-12-05T22:10:04,Moderate,52,70,50,Accident,90
TE00529,EDGE0026,LOC033,2026-01-27T12:37:01,High,27,45,79,Accident,142
TE00530,EDGE0303,LOC020,2024-12-26T00:15:46,Low,86,90,7,Weather-related,12
TE00531,EDGE0022,LOC035,2024-04-07T15:38:02,High,27,45,80,Rush Hour,144
TE00532,EDGE0332,LOC033,2025-02-14T15:56:51,Moderate,52,70,50,Weather-related,90
TE00533,EDGE0229,LOC024,2025-07-27T21:32:31,Low,80,90,22,Weather-related,39
TE00534,EDGE0062,LOC075,2024-12-29T12:50:54,Moderate,53,70,48,Weather-related,86
TE00535,EDGE0001,LOC045,2024-03-07T12:00:51,Severe,10,20,98,Event,176
TE00536,EDGE0108,LOC062,2024-11-17T05:05:46,Low,85,90,11,Construction,19
TE00537,EDGE0207,LOC041,2026-03-15T12:09:38,Moderate,51,70,53,Construction,95
TE00538,EDGE0162,LOC030,2025-07-15T04:25:37,Low,89,90,1,Event,1
TE00539,EDGE0254,LOC004,2025-08-25T21:09:35,Moderate,51,70,52,Accident,93
TE00540,EDGE0338,LOC067,2025-12-30T14:43:27,High,29,45,69,Rush Hour,124
TE00541,EDGE0070,LOC074,2025-12-07T06:20:10,Moderate,49,70,60,Rush Hour,108
TE00542,EDGE0278,LOC016,2024-03-13T03:18:50,Low,88,90,4,Accident,7
TE00543,EDGE0154,LOC049,2024-03-02T23:45:17,High,30,45,66,Accident,118
TE00544,EDGE0146,LOC023,2025-05-18T10:14:48,Low,76,90,29,Weather-related,52
TE00545,EDGE0019,LOC040,2024-06-09T08:30:26,High,31,45,62,Accident,111
TE00546,EDGE0156,LOC065,2026-03-20T22:11:26,Severe,11,20,87,Rush Hour,156
TE00547,EDGE0263,LOC049,2025-02-28T20:38:39,High,28,45,74,Weather-related,133
TE00548,EDGE0319,LOC008,2025-02-13T01:08:04,Moderate,58,70,33,Construction,59
TE00549,EDGE0072,LOC064,2026-06-17T20:56:36,Low,78,90,25,Construction,45
TE00550,EDGE0133,LOC013,2026-04-25T14:50:28,High,30,45,64,Weather-related,115
TE00551,EDGE0029,LOC007,2026-06-04T17:06:40,Low,79,90,23,Construction,41
TE00552,EDGE0294,LOC056,2024-09-27T01:35:27,High,27,45,78,Accident,140
TE00553,EDGE0076,LOC053,2025-08-08T02:53:11,Moderate,58,70,32,Weather-related,57
TE00554,EDGE0106,LOC006,2025-08-11T00:11:35,Moderate,58,70,34,Rush Hour,61
TE00555,EDGE0351,LOC061,2025-07-21T11:15:03,Low,77,90,28,Accident,50
TE00556,EDGE0248,LOC061,2024-04-30T21:59:28,High,30,45,66,Construction,118
TE00557,EDGE0268,LOC015,2026-03-13T14:35:20,Moderate,57,70,36,Rush Hour,64
TE00558,EDGE0004,LOC063,2025-01-25T19:49:16,High,29,45,67,Event,120
TE00559,EDGE0164,LOC014,2025-08-07T14:33:13,Moderate,59,70,31,Accident,55
TE00560,EDGE0096,LOC034,2024-12-12T06:17:11,Low,81,90,20,Rush Hour,36
TE00561,EDGE0178,LOC005,2026-03-13T03:44:07,Low,78,90,25,Rush Hour,45
TE00562,EDGE0187,LOC074,2025-09-22T10:53:38,Low,82,90,17,Construction,30
TE00563,EDGE0107,LOC004,2025-07-02T04:59:28,Moderate,51,70,52,Construction,93
TE00564,EDGE0161,LOC049,2025-06-19T23:44:14,Moderate,50,70,55,Accident,99
TE00565,EDGE0184,LOC041,2026-01-26T07:30:52,Moderate,56,70,40,Rush Hour,72
TE00566,EDGE0229,LOC029,2026-01-18T22:22:00,Moderate,58,70,33,Construction,59
TE00567,EDGE0276,LOC046,2024-01-11T05:58:46,Low,76,90,29,Rush Hour,52
TE00568,EDGE0233,LOC021,2026-02-18T13:50:19,High,30,45,65,Construction,117
TE00569,EDGE0055,LOC067,2024-08-03T21:06:50,Severe,11,20,87,Construction,156
TE00570,EDGE0264,LOC034,2025-11-14T08:36:44,Moderate,57,70,35,Rush Hour,63
TE00571,EDGE0238,LOC062,2024-09-14T06:13:57,Low,83,90,15,Accident,27
TE00572,EDGE0227,LOC060,2024-12-23T06:40:38,Low,80,90,22,Rush Hour,39
TE00573,EDGE0054,LOC067,2024-04-29T18:03:26,Moderate,49,70,58,Construction,104
TE00574,EDGE0068,LOC069,2026-03-10T07:29:20,High,30,45,66,Construction,118
TE00575,EDGE0184,LOC035,2025-03-12T05:20:14,Low,78,90,25,Accident,45
TE00576,EDGE0223,LOC037,2024-11-24T13:55:45,Moderate,57,70,37,Accident,66
TE00577,EDGE0345,LOC060,2024-08-21T09:22:06,Severe,10,20,96,Construction,172
TE00578,EDGE0141,LOC054,2024-10-17T08:20:55,Severe,11,20,81,Construction,145
TE00579,EDGE0122,LOC039,2024-09-01T10:42:26,Moderate,53,70,46,Construction,82
TE00580,EDGE0053,LOC055,2025-07-16T16:39:00,Severe,11,20,89,Event,160
TE00581,EDGE0023,LOC023,2024-07-02T19:40:13,Severe,11,20,83,Construction,149
TE00582,EDGE0184,LOC032,2024-12-23T19:56:01,Severe,11,20,90,Accident,162
TE00583,EDGE0031,LOC040,2025-10-06T01:55:06,Low,79,90,24,Rush Hour,43
TE00584,EDGE0319,LOC073,2025-05-27T23:40:17,Severe,10,20,96,Construction,172
TE00585,EDGE0022,LOC035,2024-06-25T01:34:22,Severe,10,20,99,Rush Hour,178
TE00586,EDGE0010,LOC025,2026-01-18T00:14:30,High,31,45,62,Weather-related,111
TE00587,EDGE0256,LOC052,2026-01-13T19:30:13,Severe,11,20,83,Construction,149
TE00588,EDGE0276,LOC031,2026-01-14T03:12:12,Moderate,54,70,44,Event,79
TE00589,EDGE0113,LOC066,2024-11-23T07:36:45,Severe,11,20,83,Construction,149
TE00590,EDGE0209,LOC070,2024-09-07T11:41:46,Moderate,56,70,40,Accident,72
TE00591,EDGE0140,LOC043,2025-09-30T07:25:58,Moderate,51,70,53,Event,95
TE00592,EDGE0215,LOC048,2024-02-04T20:50:56,Low,79,90,23,Construction,41
TE00593,EDGE0162,LOC001,2025-01-13T12:41:15,High,28,45,74,Accident,133
TE00594,EDGE0193,LOC066,2024-03-08T00:32:14,Moderate,49,70,59,Weather-related,106
TE00595,EDGE0009,LOC075,2024-07-17T15:54:09,Low,77,90,27,Weather-related,48
TE00596,EDGE0340,LOC024,2026-06-09T21:07:36,Moderate,58,70,34,Weather-related,61
TE00597,EDGE0068,LOC060,2024-09-07T07:19:47,Low,79,90,24,Weather-related,43
