risk_id,shipment_id,weather_score,traffic_score,congestion_score,transport_score,external_event_score,historical_score,shipment_characteristics_score,overall_risk_score,risk_level,sla_breach_probability,expected_delay_minutes,created_at
RISK00206,CURR00206,3.19,1.0,1.37,1.0,1.19,10.0,3,2.63,LOW,0.296,60,2026-07-01T00:00:00
RISK00207,CURR00207,4.14,4.19,4.07,1.0,3.1,10.0,1,3.83,MEDIUM,0.479,111,2026-07-01T00:00:00
RISK00208,CURR00208,5.55,6.24,4.55,1.25,1.0,10.0,1,4.34,MEDIUM,0.676,208,2026-07-01T00:00:00
RISK00209,CURR00209,8.5,1.81,2.86,1.0,1.0,10.0,1,3.89,MEDIUM,0.522,94,2026-07-01T00:00:00
RISK00210,CURR00210,5.73,5.76,2.21,1.0,1.87,10.0,1,3.89,MEDIUM,0.58,133,2026-07-01T00:00:00
RISK00211,CURR00211,7.33,2.11,4.68,1.0,3.26,10.0,1,4.29,MEDIUM,0.563,125,2026-07-01T00:00:00
RISK00212,CURR00212,2.05,4.43,1.0,1.0,1.2,9.6,1,2.6,LOW,0.306,37,2026-07-01T00:00:00
RISK00213,CURR00213,1.0,1.36,4.97,1.0,1.22,10.0,1,2.77,LOW,0.363,84,2026-07-01T00:00:00
RISK00214,CURR00214,1.0,1.53,2.19,1.0,3.48,10.0,1,2.47,LOW,0.276,16,2026-07-01T00:00:00
RISK00215,CURR00215,1.5,6.09,4.0,1.0,1.17,10.0,1,3.38,MEDIUM,0.395,19,2026-07-01T00:00:00
RISK00216,CURR00216,8.29,7.2,1.0,1.0,2.06,8.33,1,4.23,MEDIUM,0.594,121,2026-07-01T00:00:00
RISK00217,CURR00217,8.95,1.0,3.33,1.0,2.0,10.0,1,4.06,MEDIUM,0.554,63,2026-07-01T00:00:00
RISK00218,CURR00218,3.4,6.98,5.81,1.0,1.0,10.0,1,4.24,MEDIUM,0.512,80,2026-07-01T00:00:00
RISK00219,CURR00219,3.35,5.38,6.72,1.0,2.35,10.0,1,4.31,MEDIUM,0.525,136,2026-07-01T00:00:00
RISK00220,CURR00220,2.04,7.0,2.06,1.0,1.43,10.0,1,3.26,MEDIUM,0.463,117,2026-07-01T00:00:00
RISK00221,CURR00221,1.86,5.66,4.7,1.0,2.96,10.0,1,3.71,MEDIUM,0.44,115,2026-07-01T00:00:00
RISK00222,CURR00222,1.0,1.0,1.88,1.0,2.04,10.0,3,2.38,LOW,0.232,13,2026-07-01T00:00:00
RISK00223,CURR00223,3.65,5.45,4.08,1.0,1.95,7.9,1,3.6,MEDIUM,0.459,125,2026-07-01T00:00:00
RISK00224,CURR00224,8.39,2.59,2.56,1.25,1.0,8.48,1,3.81,MEDIUM,0.647,190,2026-07-01T00:00:00
RISK00225,CURR00225,1.0,1.0,6.26,1.0,2.87,10.0,1,3.14,MEDIUM,0.324,14,2026-07-01T00:00:00
RISK00226,CURR00226,7.78,1.35,1.0,1.0,3.49,10.0,1,3.56,MEDIUM,0.482,106,2026-07-01T00:00:00
RISK00227,CURR00227,1.0,5.99,2.17,1.0,2.26,10.0,1,3.01,MEDIUM,0.338,32,2026-07-01T00:00:00
RISK00228,CURR00228,3.93,5.21,1.8,1.0,1.4,10.0,1,3.32,MEDIUM,0.485,64,2026-07-01T00:00:00
RISK00229,CURR00229,1.0,3.57,3.3,1.0,1.0,10.0,1,2.75,LOW,0.284,30,2026-07-01T00:00:00
RISK00230,CURR00230,1.13,3.61,6.39,1.0,1.0,10.0,1,3.4,MEDIUM,0.376,19,2026-07-01T00:00:00
RISK00231,CURR00231,5.3,3.17,1.0,1.25,3.6,10.0,3,3.58,MEDIUM,0.575,116,2026-07-01T00:00:00
RISK00232,CURR00232,1.26,1.6,6.54,1.0,1.0,10.0,1,3.15,MEDIUM,0.349,61,2026-07-01T00:00:00
RISK00233,CURR00233,3.89,1.0,1.18,1.0,3.5,10.0,1,2.76,LOW,0.344,63,2026-07-01T00:00:00
RISK00234,CURR00234,3.18,7.3,6.93,1.0,3.03,10.0,1,4.67,MEDIUM,0.566,114,2026-07-01T00:00:00
RISK00235,CURR00235,2.81,7.36,6.26,1.0,3.86,7.32,1,4.29,MEDIUM,0.538,140,2026-07-01T00:00:00
RISK00236,CURR00236,3.91,4.81,3.54,1.25,1.0,10.0,1,3.6,MEDIUM,0.57,148,2026-07-01T00:00:00
RISK00237,CURR00237,5.03,2.15,1.43,1.25,1.0,10.0,1,3.0,LOW,0.504,89,2026-07-01T00:00:00
RISK00238,CURR00238,6.85,6.84,6.42,1.0,3.76,10.0,1,5.31,HIGH,0.683,116,2026-07-01T00:00:00
RISK00239,CURR00239,5.83,1.0,1.67,1.0,1.96,10.0,1,3.1,MEDIUM,0.423,28,2026-07-01T00:00:00
RISK00240,CURR00240,3.0,3.2,1.0,1.0,1.51,10.0,3,2.88,LOW,0.324,52,2026-07-01T00:00:00
RISK00241,CURR00241,8.95,7.16,3.59,1.0,2.28,10.0,1,5.06,HIGH,0.746,138,2026-07-01T00:00:00
RISK00242,CURR00242,7.55,7.14,3.82,1.0,2.77,10.0,1,4.87,MEDIUM,0.718,238,2026-07-01T00:00:00
RISK00243,CURR00243,1.0,2.05,4.6,1.0,3.79,10.0,1,3.06,MEDIUM,0.325,16,2026-07-01T00:00:00
RISK00244,CURR00244,3.59,2.01,2.98,1.0,2.97,10.0,1,3.16,MEDIUM,0.466,94,2026-07-01T00:00:00
RISK00245,CURR00245,6.09,3.17,2.88,1.0,1.93,10.0,1,3.71,MEDIUM,0.489,119,2026-07-01T00:00:00
RISK00246,CURR00246,4.51,1.79,2.94,1.25,2.25,10.0,1,3.27,MEDIUM,0.537,111,2026-07-01T00:00:00
RISK00247,CURR00247,7.38,1.0,1.0,1.0,1.0,10.0,1,3.18,MEDIUM,0.466,41,2026-07-01T00:00:00
RISK00248,CURR00248,1.0,6.6,2.51,1.0,1.87,10.0,1,3.13,MEDIUM,0.373,23,2026-07-01T00:00:00
RISK00249,CURR00249,6.26,7.98,2.7,1.0,3.92,10.0,1,4.63,MEDIUM,0.625,65,2026-07-01T00:00:00
RISK00250,CURR00250,8.85,3.94,4.47,1.0,1.85,10.0,3,4.89,MEDIUM,0.631,155,2026-07-01T00:00:00
RISK00251,CURR00251,2.26,5.84,5.8,1.0,1.0,10.0,1,3.84,MEDIUM,0.449,82,2026-07-01T00:00:00
RISK00252,CURR00252,7.31,3.72,1.96,1.0,3.33,10.0,1,4.0,MEDIUM,0.543,45,2026-07-01T00:00:00
RISK00253,CURR00253,6.59,7.25,2.54,1.0,1.24,10.0,1,4.29,MEDIUM,0.573,77,2026-07-01T00:00:00
RISK00254,CURR00254,1.0,7.2,4.32,1.0,2.03,7.9,1,3.39,MEDIUM,0.395,41,2026-07-01T00:00:00
RISK00255,CURR00255,3.54,2.91,5.09,1.0,1.0,10.0,1,3.51,MEDIUM,0.429,109,2026-07-01T00:00:00
RISK00256,CURR00256,2.07,7.03,1.0,1.0,3.63,10.0,1,3.28,MEDIUM,0.392,41,2026-07-01T00:00:00
RISK00257,CURR00257,7.61,6.52,1.68,2.5,2.84,10.0,1,4.59,MEDIUM,0.843,304,2026-07-01T00:00:00
RISK00258,CURR00258,1.79,1.19,3.57,1.0,3.84,10.0,1,2.88,LOW,0.403,55,2026-07-01T00:00:00
RISK00259,CURR00259,6.03,2.79,2.45,1.25,2.44,10.0,1,3.65,MEDIUM,0.605,181,2026-07-01T00:00:00
RISK00260,CURR00260,7.22,2.18,5.97,1.0,1.0,9.62,1,4.28,MEDIUM,0.535,160,2026-07-01T00:00:00
RISK00261,CURR00261,6.41,7.62,1.0,1.25,2.44,10.0,1,4.16,MEDIUM,0.671,67,2026-07-01T00:00:00
RISK00262,CURR00262,6.06,1.0,3.53,1.0,3.48,10.0,1,3.67,MEDIUM,0.468,98,2026-07-01T00:00:00
RISK00263,CURR00263,8.87,4.08,2.08,1.0,1.0,10.0,3,4.35,MEDIUM,0.57,65,2026-07-01T00:00:00
RISK00264,CURR00264,2.1,2.13,2.46,1.0,1.0,10.0,1,2.58,LOW,0.308,36,2026-07-01T00:00:00
RISK00265,CURR00265,6.83,1.83,1.0,1.0,2.76,10.0,1,3.37,MEDIUM,0.453,88,2026-07-01T00:00:00
RISK00266,CURR00266,6.83,3.52,4.03,1.0,1.18,10.0,1,4.07,MEDIUM,0.535,105,2026-07-01T00:00:00
RISK00267,CURR00267,5.46,4.38,2.51,2.5,4.0,10.0,1,4.13,MEDIUM,0.767,246,2026-07-01T00:00:00
RISK00268,CURR00268,3.68,3.74,1.78,1.0,1.0,10.0,1,3.0,LOW,0.376,58,2026-07-01T00:00:00
RISK00269,CURR00269,8.01,4.05,3.6,1.0,1.19,10.0,1,4.3,MEDIUM,0.575,63,2026-07-01T00:00:00
RISK00270,CURR00270,7.46,5.2,1.0,1.0,1.12,10.0,1,3.83,MEDIUM,0.515,56,2026-07-01T00:00:00
RISK00271,CURR00271,4.24,6.2,6.34,1.0,3.89,10.0,1,4.68,MEDIUM,0.582,88,2026-07-01T00:00:00
RISK00272,CURR00272,6.1,7.29,4.84,1.0,3.1,10.0,1,4.84,MEDIUM,0.627,185,2026-07-01T00:00:00
RISK00273,CURR00273,6.99,5.8,2.24,1.0,1.0,10.0,1,4.07,MEDIUM,0.545,68,2026-07-01T00:00:00
RISK00274,CURR00274,7.43,6.52,6.5,1.0,1.0,10.0,1,5.11,HIGH,0.652,125,2026-07-01T00:00:00
RISK00275,CURR00275,7.52,6.34,1.0,1.0,3.68,8.33,1,4.11,MEDIUM,0.573,80,2026-07-01T00:00:00
RISK00276,CURR00276,8.74,1.31,1.0,1.0,3.04,10.0,1,3.7,MEDIUM,0.513,104,2026-07-01T00:00:00
RISK00277,CURR00277,3.52,6.67,5.58,1.0,1.0,10.0,1,4.17,MEDIUM,0.506,60,2026-07-01T00:00:00
RISK00278,CURR00278,5.29,3.35,5.06,1.0,1.0,10.0,1,3.92,MEDIUM,0.489,93,2026-07-01T00:00:00
RISK00279,CURR00279,3.89,4.28,6.17,1.0,1.11,10.0,1,4.01,MEDIUM,0.482,37,2026-07-01T00:00:00
RISK00280,CURR00280,2.2,1.29,1.79,1.25,3.94,10.0,1,2.67,LOW,0.446,98,2026-07-01T00:00:00
RISK00281,CURR00281,3.94,5.14,3.38,1.0,3.99,10.0,1,3.88,MEDIUM,0.495,39,2026-07-01T00:00:00
RISK00282,CURR00282,8.45,1.66,1.56,1.0,3.31,10.0,1,3.83,MEDIUM,0.595,180,2026-07-01T00:00:00
RISK00283,CURR00283,3.9,5.07,3.87,1.0,1.0,10.0,1,3.66,MEDIUM,0.48,88,2026-07-01T00:00:00
RISK00284,CURR00284,4.94,1.0,3.06,1.0,2.55,10.0,1,3.25,MEDIUM,0.466,79,2026-07-01T00:00:00
RISK00285,CURR00285,4.29,1.09,6.96,1.0,2.06,10.0,1,3.87,MEDIUM,0.47,85,2026-07-01T00:00:00
RISK00286,CURR00286,4.16,2.79,3.37,1.0,1.0,10.0,3,3.47,MEDIUM,0.395,84,2026-07-01T00:00:00
RISK00287,CURR00287,3.26,1.0,3.46,1.0,1.7,8.33,1,2.75,LOW,0.399,86,2026-07-01T00:00:00
RISK00288,CURR00288,4.29,7.6,6.9,1.0,1.0,10.0,1,4.73,MEDIUM,0.57,153,2026-07-01T00:00:00
RISK00289,CURR00289,2.06,3.35,1.0,1.25,1.68,10.0,1,2.57,LOW,0.434,83,2026-07-01T00:00:00
RISK00290,CURR00290,2.07,1.0,3.11,2.5,1.61,10.0,1,2.82,LOW,0.547,168,2026-07-01T00:00:00
RISK00291,CURR00291,8.39,7.58,4.79,1.0,1.0,10.0,1,5.12,HIGH,0.741,264,2026-07-01T00:00:00
RISK00292,CURR00292,5.61,3.56,5.67,1.0,1.0,7.92,1,3.93,MEDIUM,0.498,109,2026-07-01T00:00:00
RISK00293,CURR00293,8.32,6.1,6.44,1.0,1.0,7.67,3,5.18,HIGH,0.663,139,2026-07-01T00:00:00
RISK00294,CURR00294,8.9,1.45,6.89,1.0,1.49,10.0,1,4.77,MEDIUM,0.626,49,2026-07-01T00:00:00
RISK00295,CURR00295,2.2,1.0,3.66,1.0,1.01,10.0,1,2.67,LOW,0.296,42,2026-07-01T00:00:00
RISK00296,CURR00296,7.52,2.54,1.0,1.0,1.03,9.6,1,3.4,MEDIUM,0.528,70,2026-07-01T00:00:00
RISK00297,CURR00297,1.0,5.36,3.49,1.0,1.0,10.0,3,3.25,MEDIUM,0.334,89,2026-07-01T00:00:00
RISK00298,CURR00298,6.6,4.24,5.59,1.0,1.01,10.0,1,4.43,MEDIUM,0.631,55,2026-07-01T00:00:00
RISK00299,CURR00299,4.52,7.47,6.29,1.0,3.75,10.0,1,4.91,MEDIUM,0.612,204,2026-07-01T00:00:00
RISK00300,CURR00300,1.93,4.52,4.44,2.5,1.46,10.0,1,3.57,MEDIUM,0.646,216,2026-07-01T00:00:00
RISK00301,CURR00301,5.65,1.84,1.11,1.0,3.44,10.0,3,3.42,MEDIUM,0.43,102,2026-07-01T00:00:00
RISK00302,CURR00302,3.14,5.61,1.0,1.0,1.7,10.0,3,3.29,MEDIUM,0.392,72,2026-07-01T00:00:00
RISK00303,CURR00303,6.2,3.02,5.12,1.0,1.68,10.0,1,4.13,MEDIUM,0.529,107,2026-07-01T00:00:00
RISK00304,CURR00304,3.1,5.51,3.34,1.0,1.0,10.0,1,3.46,MEDIUM,0.407,36,2026-07-01T00:00:00
RISK00305,CURR00305,7.07,7.05,4.64,1.0,2.72,10.0,1,4.92,MEDIUM,0.649,95,2026-07-01T00:00:00
RISK00306,CURR00306,7.83,1.13,2.77,1.0,1.78,10.0,1,3.72,MEDIUM,0.504,20,2026-07-01T00:00:00
RISK00307,CURR00307,5.39,4.6,1.0,1.0,3.61,10.0,1,3.58,MEDIUM,0.466,102,2026-07-01T00:00:00
RISK00308,CURR00308,3.9,1.56,1.0,1.0,1.53,10.0,1,2.62,LOW,0.399,93,2026-07-01T00:00:00
RISK00309,CURR00309,5.95,5.11,2.07,1.0,1.0,10.0,3,3.92,MEDIUM,0.493,131,2026-07-01T00:00:00
RISK00310,CURR00310,8.66,3.35,1.04,1.0,1.0,8.25,3,3.82,MEDIUM,0.509,27,2026-07-01T00:00:00
RISK00311,CURR00311,4.89,5.31,1.4,1.0,3.08,10.0,1,3.61,MEDIUM,0.474,19,2026-07-01T00:00:00
RISK00312,CURR00312,8.61,5.12,5.82,1.0,1.37,10.0,1,5.04,HIGH,0.663,113,2026-07-01T00:00:00
RISK00313,CURR00313,8.9,3.25,5.64,1.0,2.11,10.0,3,5.06,HIGH,0.643,176,2026-07-01T00:00:00
RISK00314,CURR00314,1.89,3.35,2.14,1.0,3.24,10.0,1,2.88,LOW,0.356,52,2026-07-01T00:00:00
RISK00315,CURR00315,2.27,7.7,6.2,1.0,2.68,9.6,1,4.33,MEDIUM,0.516,96,2026-07-01T00:00:00
RISK00316,CURR00316,3.24,1.0,4.35,1.0,1.0,10.0,1,3.02,MEDIUM,0.349,38,2026-07-01T00:00:00
RISK00317,CURR00317,4.36,5.34,1.19,1.0,1.08,10.0,1,3.27,MEDIUM,0.422,53,2026-07-01T00:00:00
RISK00318,CURR00318,8.74,7.02,3.57,1.25,2.7,10.0,1,5.07,HIGH,0.809,268,2026-07-01T00:00:00
RISK00319,CURR00319,1.0,3.78,6.25,1.0,1.67,10.0,1,3.43,MEDIUM,0.356,71,2026-07-01T00:00:00
RISK00320,CURR00320,6.32,1.0,1.0,1.0,3.49,10.0,1,3.21,MEDIUM,0.428,123,2026-07-01T00:00:00
RISK00321,CURR00321,5.27,4.85,1.0,1.0,1.34,9.1,1,3.28,MEDIUM,0.432,43,2026-07-01T00:00:00
RISK00322,CURR00322,1.22,1.0,1.0,1.0,1.0,10.0,1,1.94,LOW,0.177,17,2026-07-01T00:00:00
RISK00323,CURR00323,2.47,2.5,3.33,1.0,1.55,10.0,1,2.94,LOW,0.36,42,2026-07-01T00:00:00
RISK00324,CURR00324,5.84,4.86,5.72,1.0,3.67,10.0,1,4.66,MEDIUM,0.597,69,2026-07-01T00:00:00
RISK00325,CURR00325,1.16,5.07,5.79,1.0,1.0,10.0,1,3.5,MEDIUM,0.393,29,2026-07-01T00:00:00
RISK00326,CURR00326,1.0,5.1,6.54,1.0,2.58,10.0,1,3.78,MEDIUM,0.432,34,2026-07-01T00:00:00
RISK00327,CURR00327,7.19,7.4,4.5,1.0,3.06,10.0,1,5.0,MEDIUM,0.662,93,2026-07-01T00:00:00
RISK00328,CURR00328,5.44,2.43,3.96,1.0,1.0,10.0,1,3.59,MEDIUM,0.445,74,2026-07-01T00:00:00
RISK00329,CURR00329,5.18,1.0,6.14,1.0,3.4,9.57,1,3.96,MEDIUM,0.482,97,2026-07-01T00:00:00
RISK00330,CURR00330,5.25,3.28,6.8,1.0,2.13,10.0,1,4.37,MEDIUM,0.542,88,2026-07-01T00:00:00
RISK00331,CURR00331,7.97,4.58,7.0,1.0,1.0,10.0,1,5.03,HIGH,0.652,82,2026-07-01T00:00:00
RISK00332,CURR00332,8.91,7.19,1.0,1.0,1.0,10.0,1,4.41,MEDIUM,0.611,144,2026-07-01T00:00:00
RISK00333,CURR00333,5.81,1.28,1.13,1.0,2.49,10.0,1,3.08,MEDIUM,0.421,36,2026-07-01T00:00:00
RISK00334,CURR00334,6.64,2.23,1.16,1.0,1.0,10.0,3,3.44,MEDIUM,0.437,47,2026-07-01T00:00:00
RISK00335,CURR00335,3.63,6.64,1.11,1.0,1.83,10.0,1,3.38,MEDIUM,0.497,92,2026-07-01T00:00:00
RISK00336,CURR00336,5.81,3.4,4.09,1.0,1.0,10.0,3,4.04,MEDIUM,0.482,109,2026-07-01T00:00:00
RISK00337,CURR00337,8.13,4.96,5.9,1.0,3.99,10.0,1,5.2,HIGH,0.682,181,2026-07-01T00:00:00
RISK00338,CURR00338,1.53,5.2,2.35,1.0,1.0,9.53,1,2.86,LOW,0.323,55,2026-07-01T00:00:00
RISK00339,CURR00339,7.29,7.79,5.45,1.0,2.66,10.0,1,5.23,HIGH,0.689,102,2026-07-01T00:00:00
RISK00340,CURR00340,8.81,7.33,6.04,1.0,1.0,10.0,1,5.42,HIGH,0.717,101,2026-07-01T00:00:00
RISK00341,CURR00341,8.07,1.0,2.99,1.0,2.59,9.53,1,3.82,MEDIUM,0.504,48,2026-07-01T00:00:00
RISK00342,CURR00342,7.1,5.89,6.52,1.0,2.77,10.0,1,5.13,HIGH,0.662,165,2026-07-01T00:00:00
RISK00343,CURR00343,1.18,1.0,5.16,1.0,3.21,6.98,3,2.89,LOW,0.306,73,2026-07-01T00:00:00
RISK00344,CURR00344,5.85,5.21,5.01,1.0,3.86,10.0,1,4.59,MEDIUM,0.589,52,2026-07-01T00:00:00
RISK00345,CURR00345,5.1,4.92,2.52,1.0,2.59,10.0,1,3.77,MEDIUM,0.494,114,2026-07-01T00:00:00
RISK00346,CURR00346,1.28,5.19,2.11,2.5,2.66,8.48,1,3.05,MEDIUM,0.595,151,2026-07-01T00:00:00
RISK00347,CURR00347,3.0,2.98,4.08,1.0,1.79,10.0,1,3.29,MEDIUM,0.403,86,2026-07-01T00:00:00
RISK00348,CURR00348,7.82,7.55,6.62,1.0,1.79,10.0,1,5.45,HIGH,0.708,102,2026-07-01T00:00:00
RISK00349,CURR00349,4.59,3.58,4.22,1.0,3.33,10.0,1,3.88,MEDIUM,0.498,92,2026-07-01T00:00:00
RISK00350,CURR00350,7.56,1.0,2.58,1.25,2.38,9.22,1,3.63,MEDIUM,0.612,142,2026-07-01T00:00:00
RISK00351,CURR00351,3.1,1.0,6.07,1.0,2.31,10.0,3,3.67,MEDIUM,0.414,67,2026-07-01T00:00:00
RISK00352,CURR00352,1.0,1.0,5.54,1.0,2.44,10.0,1,2.95,LOW,0.326,63,2026-07-01T00:00:00
RISK00353,CURR00353,2.13,2.67,4.95,1.0,2.47,10.0,1,3.31,MEDIUM,0.385,69,2026-07-01T00:00:00
RISK00354,CURR00354,5.66,2.06,4.25,1.0,1.42,10.0,1,3.68,MEDIUM,0.474,33,2026-07-01T00:00:00
RISK00355,CURR00355,7.33,4.04,4.6,1.0,1.0,10.0,1,4.34,MEDIUM,0.561,129,2026-07-01T00:00:00
RISK00356,CURR00356,7.96,1.0,3.93,1.0,3.65,10.0,1,4.14,MEDIUM,0.61,103,2026-07-01T00:00:00
RISK00357,CURR00357,1.0,1.52,4.0,1.0,1.0,10.0,1,2.58,LOW,0.273,24,2026-07-01T00:00:00
RISK00358,CURR00358,1.0,6.82,6.82,1.0,1.47,10.0,1,3.98,MEDIUM,0.521,70,2026-07-01T00:00:00
RISK00359,CURR00359,2.42,7.97,1.0,1.0,1.0,10.0,1,3.23,MEDIUM,0.409,82,2026-07-01T00:00:00
RISK00360,CURR00360,2.44,1.82,1.0,1.0,2.82,10.0,3,2.69,LOW,0.356,73,2026-07-01T00:00:00
RISK00361,CURR00361,1.0,3.12,6.06,1.25,1.22,10.0,1,3.29,MEDIUM,0.467,93,2026-07-01T00:00:00
RISK00362,CURR00362,5.93,1.16,4.73,1.25,3.12,10.0,1,3.91,MEDIUM,0.624,207,2026-07-01T00:00:00
RISK00363,CURR00363,2.71,5.01,5.83,1.0,1.36,10.0,1,3.85,MEDIUM,0.452,118,2026-07-01T00:00:00
RISK00364,CURR00364,5.1,6.86,5.32,1.0,2.43,1.0,3,3.91,MEDIUM,0.539,113,2026-07-01T00:00:00
RISK00365,CURR00365,5.73,1.0,4.19,1.0,2.64,9.6,1,3.61,MEDIUM,0.444,135,2026-07-01T00:00:00
RISK00366,CURR00366,6.36,4.94,3.76,1.0,2.03,10.0,1,4.22,MEDIUM,0.551,82,2026-07-01T00:00:00
RISK00367,CURR00367,1.31,6.98,1.14,1.0,3.31,10.0,1,3.12,MEDIUM,0.389,40,2026-07-01T00:00:00
RISK00368,CURR00368,3.85,3.31,6.94,1.0,1.86,10.0,1,4.09,MEDIUM,0.498,36,2026-07-01T00:00:00
RISK00369,CURR00369,8.34,7.82,1.0,1.0,2.76,10.0,1,4.57,MEDIUM,0.625,168,2026-07-01T00:00:00
RISK00370,CURR00370,1.0,6.34,6.99,1.0,3.4,10.0,1,4.14,MEDIUM,0.528,91,2026-07-01T00:00:00
RISK00371,CURR00371,4.1,7.6,6.61,2.5,1.0,10.0,1,4.86,MEDIUM,0.817,164,2026-07-01T00:00:00
RISK00372,CURR00372,6.59,2.14,6.82,1.0,2.62,10.0,1,4.51,MEDIUM,0.573,22,2026-07-01T00:00:00
RISK00373,CURR00373,6.2,3.35,1.0,1.0,3.11,9.53,1,3.46,MEDIUM,0.465,142,2026-07-01T00:00:00
RISK00374,CURR00374,8.36,5.1,4.51,1.0,2.56,10.0,1,4.84,MEDIUM,0.651,214,2026-07-01T00:00:00
RISK00375,CURR00375,7.71,7.08,2.09,1.25,2.9,10.0,1,4.6,MEDIUM,0.752,199,2026-07-01T00:00:00
RISK00376,CURR00376,5.94,2.59,5.76,1.25,3.41,10.0,1,4.36,MEDIUM,0.683,135,2026-07-01T00:00:00
RISK00377,CURR00377,2.05,7.18,2.07,1.0,1.0,10.0,1,3.25,MEDIUM,0.398,30,2026-07-01T00:00:00
RISK00378,CURR00378,8.94,3.01,6.3,1.25,1.13,10.0,1,4.9,MEDIUM,0.765,191,2026-07-01T00:00:00
RISK00379,CURR00379,1.31,5.7,2.16,1.0,1.41,10.0,1,2.94,LOW,0.345,39,2026-07-01T00:00:00
RISK00380,CURR00380,4.6,2.81,6.53,1.0,3.27,10.0,1,4.22,MEDIUM,0.523,123,2026-07-01T00:00:00
RISK00381,CURR00381,1.0,5.51,3.26,1.0,2.12,10.0,1,3.14,MEDIUM,0.348,58,2026-07-01T00:00:00
RISK00382,CURR00382,7.35,7.77,6.03,1.0,1.0,10.0,1,5.19,HIGH,0.664,86,2026-07-01T00:00:00
RISK00383,CURR00383,2.69,5.7,3.54,1.0,1.35,10.0,1,3.49,MEDIUM,0.425,41,2026-07-01T00:00:00
RISK00384,CURR00384,1.0,1.0,2.41,2.5,3.31,10.0,1,2.64,LOW,0.517,140,2026-07-01T00:00:00
RISK00385,CURR00385,1.0,4.34,3.07,1.0,3.43,10.0,1,3.06,MEDIUM,0.364,47,2026-07-01T00:00:00
RISK00386,CURR00386,6.13,6.23,2.86,1.0,2.36,10.0,1,4.22,MEDIUM,0.575,91,2026-07-01T00:00:00
RISK00387,CURR00387,5.64,7.71,4.7,1.0,2.12,10.0,3,4.89,MEDIUM,0.664,201,2026-07-01T00:00:00
RISK00388,CURR00388,2.48,7.21,3.78,1.25,2.58,10.0,1,3.88,MEDIUM,0.597,123,2026-07-01T00:00:00
RISK00389,CURR00389,2.36,4.25,1.55,1.0,1.87,10.0,3,3.06,MEDIUM,0.368,14,2026-07-01T00:00:00
RISK00390,CURR00390,7.34,7.79,5.35,1.0,3.15,10.0,1,5.27,HIGH,0.688,86,2026-07-01T00:00:00
RISK00391,CURR00391,6.4,6.81,6.34,1.0,1.0,6.25,1,4.54,MEDIUM,0.593,73,2026-07-01T00:00:00
RISK00392,CURR00392,7.17,3.99,4.08,1.0,2.71,10.0,1,4.37,MEDIUM,0.578,74,2026-07-01T00:00:00
RISK00393,CURR00393,2.64,1.0,4.54,1.0,1.04,10.0,1,2.94,LOW,0.338,63,2026-07-01T00:00:00
RISK00394,CURR00394,5.95,1.0,6.71,1.0,3.0,9.03,1,4.13,MEDIUM,0.504,133,2026-07-01T00:00:00
RISK00395,CURR00395,1.98,4.99,2.91,1.0,1.0,7.67,1,2.84,LOW,0.35,69,2026-07-01T00:00:00
RISK00396,CURR00396,7.32,6.57,6.13,1.0,1.16,10.0,1,5.04,HIGH,0.653,113,2026-07-01T00:00:00
RISK00397,CURR00397,7.04,1.0,1.85,1.0,1.0,10.0,3,3.48,MEDIUM,0.423,47,2026-07-01T00:00:00
RISK00398,CURR00398,1.0,1.0,3.47,1.0,1.45,10.0,1,2.44,LOW,0.229,30,2026-07-01T00:00:00
RISK00399,CURR00399,6.59,3.38,3.96,1.0,1.0,10.0,1,3.97,MEDIUM,0.514,77,2026-07-01T00:00:00
RISK00400,CURR00400,1.41,6.76,6.74,1.0,1.0,7.92,1,3.79,MEDIUM,0.507,70,2026-07-01T00:00:00
RISK00401,CURR00401,1.85,1.0,5.46,1.0,1.56,10.0,1,3.02,MEDIUM,0.343,61,2026-07-01T00:00:00
RISK00402,CURR00402,7.17,2.15,3.34,1.0,1.0,10.0,1,3.77,MEDIUM,0.494,93,2026-07-01T00:00:00
RISK00403,CURR00403,8.07,1.04,1.0,1.0,3.76,10.0,1,3.6,MEDIUM,0.556,156,2026-07-01T00:00:00
RISK00404,CURR00404,2.08,3.86,2.11,2.5,1.0,10.0,1,2.99,LOW,0.583,163,2026-07-01T00:00:00
RISK00405,CURR00405,6.8,6.56,3.82,1.25,1.0,10.0,3,4.7,MEDIUM,0.711,140,2026-07-01T00:00:00
RISK00406,CURR00406,7.96,4.82,6.46,1.0,2.58,10.0,1,5.12,HIGH,0.667,130,2026-07-01T00:00:00
RISK00407,CURR00407,2.58,1.0,2.74,1.25,1.0,10.0,1,2.6,LOW,0.402,84,2026-07-01T00:00:00
RISK00408,CURR00408,1.84,4.41,1.0,1.0,1.2,10.0,3,2.8,LOW,0.306,51,2026-07-01T00:00:00
RISK00409,CURR00409,4.67,7.92,5.49,1.0,1.11,10.0,1,4.58,MEDIUM,0.574,34,2026-07-01T00:00:00
RISK00410,CURR00410,2.93,2.73,5.44,1.25,3.57,10.0,1,3.73,MEDIUM,0.57,116,2026-07-01T00:00:00
RISK00411,CURR00411,8.31,6.21,1.0,1.0,1.0,9.03,3,4.25,MEDIUM,0.542,46,2026-07-01T00:00:00
